study,questionnaire,question,item,dataset,variable,concept
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_27,isk05_27
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_39,isk05_39
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_52,isk05_52
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_15,isk05_15
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_19,isk05_19
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_44,isk05_44
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_24,isk05_24
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_26,isk05_26
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_12,isk05_12
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_18,isk05_18
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_33,isk05_33
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_32,isk05_32
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_51,isk05_51
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_49,isk05_49
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_50,isk05_50
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_11,isk05_11
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_22,isk05_22
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_42,isk05_42
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_20,isk05_20
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_29,isk05_29
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_30,isk05_30
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_36,isk05_36
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_25,isk05_25
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_54,isk05_54
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_35,isk05_35
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_17,isk05_17
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_48,isk05_48
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_37,isk05_37
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_31,isk05_31
soep-is,soep-is-2016-f,Q370,isk05_xx,Inno16F_ISK_final,isk05_40,isk05_40
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_1,isk0601_1
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_13,isk0601_13
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_10,isk0601_10
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_28,isk0601_28
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_30,isk0601_30
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_6,isk0601_6
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_9,isk0601_9
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_7,isk0601_7
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_46,isk0601_46
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_3,isk0601_3
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_8,isk0601_8
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_4,isk0601_4
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_18,isk0601_18
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_42,isk0601_42
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_45,isk0601_45
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_49,isk0601_49
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_19,isk0601_19
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_39,isk0601_39
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_5,isk0601_5
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_38,isk0601_38
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_16,isk0601_16
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_25,isk0601_25
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_44,isk0601_44
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_20,isk0601_20
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_47,isk0601_47
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_26,isk0601_26
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_12,isk0601_12
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_41,isk0601_41
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_31,isk0601_31
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_15,isk0601_15
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_54,isk0601_54
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_40,isk0601_40
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_50,isk0601_50
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_14,isk0601_14
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_23,isk0601_23
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_32,isk0601_32
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_24,isk0601_24
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_52,isk0601_52
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_22,isk0601_22
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_37,isk0601_37
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_27,isk0601_27
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_36,isk0601_36
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_2,isk0601_2
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_51,isk0601_51
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_21,isk0601_21
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_35,isk0601_35
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_17,isk0601_17
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_48,isk0601_48
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_11,isk0601_11
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_43,isk0601_43
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_53,isk0601_53
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_34,isk0601_34
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_33,isk0601_33
soep-is,soep-is-2016-f,Q371,isk0601_xx,Inno16F_ISK_final,isk0601_29,isk0601_29
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_15,isk0602_15
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_10,isk0602_10
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_16,isk0602_16
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_32,isk0602_32
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_2,isk0602_2
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_19,isk0602_19
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_7,isk0602_7
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_31,isk0602_31
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_46,isk0602_46
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_4,isk0602_4
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_6,isk0602_6
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_3,isk0602_3
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_36,isk0602_36
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_20,isk0602_20
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_39,isk0602_39
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_28,isk0602_28
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_1,isk0602_1
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_27,isk0602_27
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_44,isk0602_44
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_9,isk0602_9
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_48,isk0602_48
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_26,isk0602_26
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_22,isk0602_22
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_14,isk0602_14
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_18,isk0602_18
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_45,isk0602_45
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_13,isk0602_13
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_34,isk0602_34
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_17,isk0602_17
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_11,isk0602_11
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_33,isk0602_33
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_37,isk0602_37
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_42,isk0602_42
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_51,isk0602_51
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_8,isk0602_8
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_41,isk0602_41
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_12,isk0602_12
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_43,isk0602_43
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_53,isk0602_53
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_40,isk0602_40
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_25,isk0602_25
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_50,isk0602_50
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_23,isk0602_23
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_24,isk0602_24
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_52,isk0602_52
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_38,isk0602_38
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_30,isk0602_30
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_47,isk0602_47
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_5,isk0602_5
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_54,isk0602_54
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_21,isk0602_21
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_35,isk0602_35
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_49,isk0602_49
soep-is,soep-is-2016-f,Q371,isk0602_xx,Inno16F_ISK_final,isk0602_29,isk0602_29
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_24,isk0603_24
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_28,isk0603_28
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_36,isk0603_36
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_14,isk0603_14
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_10,isk0603_10
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_19,isk0603_19
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_16,isk0603_16
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_33,isk0603_33
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_4,isk0603_4
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_52,isk0603_52
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_20,isk0603_20
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_30,isk0603_30
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_25,isk0603_25
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_7,isk0603_7
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_13,isk0603_13
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_31,isk0603_31
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_32,isk0603_32
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_9,isk0603_9
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_15,isk0603_15
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_6,isk0603_6
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_43,isk0603_43
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_18,isk0603_18
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_34,isk0603_34
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_8,isk0603_8
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_2,isk0603_2
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_1,isk0603_1
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_39,isk0603_39
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_41,isk0603_41
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_37,isk0603_37
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_5,isk0603_5
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_3,isk0603_3
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_40,isk0603_40
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_27,isk0603_27
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_38,isk0603_38
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_48,isk0603_48
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_26,isk0603_26
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_46,isk0603_46
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_21,isk0603_21
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_22,isk0603_22
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_42,isk0603_42
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_44,isk0603_44
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_23,isk0603_23
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_45,isk0603_45
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_17,isk0603_17
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_29,isk0603_29
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_54,isk0603_54
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_51,isk0603_51
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_35,isk0603_35
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_50,isk0603_50
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_11,isk0603_11
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_12,isk0603_12
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_49,isk0603_49
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_53,isk0603_53
soep-is,soep-is-2016-f,Q371,isk0603_xx,Inno16F_ISK_final,isk0603_47,isk0603_47
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_4,isk0604_4
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_20,isk0604_20
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_1,isk0604_1
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_10,isk0604_10
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_15,isk0604_15
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_6,isk0604_6
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_28,isk0604_28
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_25,isk0604_25
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_22,isk0604_22
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_14,isk0604_14
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_18,isk0604_18
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_34,isk0604_34
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_19,isk0604_19
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_31,isk0604_31
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_37,isk0604_37
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_26,isk0604_26
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_3,isk0604_3
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_40,isk0604_40
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_27,isk0604_27
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_16,isk0604_16
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_12,isk0604_12
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_21,isk0604_21
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_52,isk0604_52
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_38,isk0604_38
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_8,isk0604_8
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_32,isk0604_32
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_36,isk0604_36
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_7,isk0604_7
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_13,isk0604_13
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_39,isk0604_39
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_17,isk0604_17
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_11,isk0604_11
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_24,isk0604_24
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_35,isk0604_35
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_43,isk0604_43
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_30,isk0604_30
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_48,isk0604_48
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_54,isk0604_54
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_2,isk0604_2
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_41,isk0604_41
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_9,isk0604_9
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_5,isk0604_5
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_47,isk0604_47
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_49,isk0604_49
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_51,isk0604_51
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_33,isk0604_33
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_29,isk0604_29
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_45,isk0604_45
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_44,isk0604_44
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_46,isk0604_46
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_42,isk0604_42
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_53,isk0604_53
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_23,isk0604_23
soep-is,soep-is-2016-f,Q371,isk0604_xx,Inno16F_ISK_final,isk0604_50,isk0604_50
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_22,isk0605_22
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_12,isk0605_12
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_16,isk0605_16
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_24,isk0605_24
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_10,isk0605_10
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_26,isk0605_26
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_19,isk0605_19
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_43,isk0605_43
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_36,isk0605_36
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_13,isk0605_13
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_6,isk0605_6
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_31,isk0605_31
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_14,isk0605_14
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_18,isk0605_18
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_49,isk0605_49
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_3,isk0605_3
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_33,isk0605_33
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_37,isk0605_37
soep-is,soep-is-2016-f,Q371,isk0605_xx,Inno16F_ISK_final,isk0605_5,isk0605_5
