study,questionnaire,answer_list,value,label,label_de
soep-is,soep-is-2012-aufwuchs,csm12,10,9,9
soep-is,soep-is-2012-aufwuchs,csm12,11,10 Fully applies,10 trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,csm12,-1,No answer,Keine Angabe
soep-is,soep-is-2012-aufwuchs,sim04,1,1 Strongly disagree,1 stimme überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,sim04,2,2,2
soep-is,soep-is-2012-aufwuchs,sim04,3,3,3
soep-is,soep-is-2012-aufwuchs,sim04,4,4,4
soep-is,soep-is-2012-aufwuchs,sim04,5,5,5
soep-is,soep-is-2012-aufwuchs,sim04,6,6,6
soep-is,soep-is-2012-aufwuchs,sim04,7,7 Strongly agree,7 stimme voll und ganz zu
soep-is,soep-is-2012-aufwuchs,q2drm,1,On the way to work/ study or way home from there,Auf dem Weg zur Arbeit / Studium oder von dort nach Hause
soep-is,soep-is-2012-aufwuchs,q2drm,2,"Way to spare time activity, way back home",Auf dem Weg zur Freizeitaktivität oder von dort nach Hause
soep-is,soep-is-2012-aufwuchs,q2drm,3,Working / studying,Arbeiten / Studieren
soep-is,soep-is-2012-aufwuchs,q2drm,4,Shopping,Einkaufen
soep-is,soep-is-2012-aufwuchs,q2drm,5,Preparing food,Essen zubereiten
soep-is,soep-is-2012-aufwuchs,q2drm,6,Eating,Essen
soep-is,soep-is-2012-aufwuchs,q2drm,7,Washing / showering / bathing / brushing teeth / dressing oneself / getting ready,Waschen / Duschen / Baden / Zähne putzen / Anziehen / Sich fertig machen
soep-is,soep-is-2012-aufwuchs,q2drm,8,Doing housework,Hausarbeit erledigen
soep-is,soep-is-2012-aufwuchs,q2drm,9,"Taking care of children, taking them to school, activities",Kind(er) betreuen / auch bringen oder abholen der Kinder zur Schule oder Freizeitaktivität
soep-is,soep-is-2012-aufwuchs,q2drm,10,Meet friends,Mit Freunden treffen
soep-is,soep-is-2012-aufwuchs,q2drm,11,"Resting, taking a nap",Ausruhen / ein Nickerchen machen
soep-is,soep-is-2012-aufwuchs,q2drm,12,Relaxing,Entspannen
soep-is,soep-is-2012-aufwuchs,q2drm,13,Intimate relations,Intime Beziehungen
soep-is,soep-is-2012-aufwuchs,q2drm,14,"Worship, meditation","Beten, Gottesdienst besuchen, Meditieren"
soep-is,soep-is-2012-aufwuchs,q2drm,15,Watching TV,Fernsehen
soep-is,soep-is-2012-aufwuchs,q2drm,16,Reading,Lesen
soep-is,soep-is-2012-aufwuchs,q2drm,17,Computer/ internet,Beschäftigung mit Computer oder Internet
soep-is,soep-is-2012-aufwuchs,q2drm,18,On the phone,Telefonieren
soep-is,soep-is-2012-aufwuchs,q2drm,19,Doing sports,Sport treiben
soep-is,soep-is-2012-aufwuchs,q2drm,20,"Other activity, namely:",Andere Aktivitäten (bitte angeben)
soep-is,soep-is-2012-aufwuchs,q2drm,21,End of the day: beginning of the night rest or 12am.,Ende des Tages: Beginn der Nachtruhe bzw. 24Uhr
soep-is,soep-is-2012-aufwuchs,q5drm,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,q5drm,2,No,Nein
soep-is,soep-is-2012-aufwuchs,q6drm,1,On the way to work/ study or way home from there,Auf dem Weg zur Arbeit / Studium oder von dort nach Hause
soep-is,soep-is-2012-aufwuchs,q6drm,2,"Way to spare time activity, way back home",Auf dem Weg zur Freizeitaktivität oder von dort nach Hause
soep-is,soep-is-2012-aufwuchs,q6drm,3,Working / studying,Arbeiten / Studieren
soep-is,soep-is-2012-aufwuchs,q6drm,4,Shopping,Einkaufen
soep-is,soep-is-2012-aufwuchs,q6drm,5,Preparing food,Essen zubereiten
soep-is,soep-is-2012-aufwuchs,q6drm,6,Eating,Essen
soep-is,soep-is-2012-aufwuchs,q6drm,7,Washing / showering / bathing / brushing teeth / dressing oneself / getting ready,Waschen / Duschen / Baden / Zähne putzen / Anziehen / Sich fertig machen
soep-is,soep-is-2012-aufwuchs,q6drm,8,Doing housework,Hausarbeit erledigen
soep-is,soep-is-2012-aufwuchs,q6drm,9,"Taking care of children, taking them to school, activities",Kind(er) betreuen / auch bringen oder abholen der Kinder zur Schule oder Freizeitaktivität
soep-is,soep-is-2012-aufwuchs,q6drm,10,Meet friends,Mit Freunden treffen
soep-is,soep-is-2012-aufwuchs,q6drm,11,"Resting, taking a nap",Ausruhen / ein Nickerchen machen
soep-is,soep-is-2012-aufwuchs,q6drm,12,Relaxing,Entspannen
soep-is,soep-is-2012-aufwuchs,q6drm,13,Intimate relations,Intime Beziehungen
soep-is,soep-is-2012-aufwuchs,q6drm,14,"Worship, meditation","Beten, Gottesdienst besuchen, Meditieren"
soep-is,soep-is-2012-aufwuchs,q6drm,15,Watching TV,Fernsehen
soep-is,soep-is-2012-aufwuchs,q6drm,16,Reading,Lesen
soep-is,soep-is-2012-aufwuchs,q6drm,17,Computer/ internet,Beschäftigung mit Computer oder Internet
soep-is,soep-is-2012-aufwuchs,q6drm,18,On the phone,Telefonieren
soep-is,soep-is-2012-aufwuchs,q6drm,19,Doing sports,Sport treiben
soep-is,soep-is-2012-aufwuchs,q6drm,20,"Other activity, namely:",Andere Aktivitäten (bitte angeben)
soep-is,soep-is-2012-aufwuchs,q6drm,21,End of the day: beginning of the night rest or 12am.,Ende des Tages: Beginn der Nachtruhe
soep-is,soep-is-2012-aufwuchs,q9drm,1,rather pleasant,eher angenehm
soep-is,soep-is-2012-aufwuchs,q9drm,2,rather unpleasant,eher unangenehm
soep-is,soep-is-2012-aufwuchs,q9drm,999,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,q10drm,1,At home,Zu Hause
soep-is,soep-is-2012-aufwuchs,q10drm,2,At work,Auf der Arbeit
soep-is,soep-is-2012-aufwuchs,q10drm,3,Somewhere else,Woanders
soep-is,soep-is-2012-aufwuchs,q10drm,999,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,q12drm,1,1 Not at all,Gar nicht 1
soep-is,soep-is-2012-aufwuchs,q12drm,2,2,2
soep-is,soep-is-2012-aufwuchs,q12drm,3,3,3
soep-is,soep-is-2012-aufwuchs,q12drm,4,4,4
soep-is,soep-is-2012-aufwuchs,q12drm,5,5,5
soep-is,soep-is-2012-aufwuchs,q12drm,6,6,6
soep-is,soep-is-2012-aufwuchs,q12drm,7,7 Very strongly,Sehr stark 7
soep-is,soep-is-2012-aufwuchs,q12drm,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,eb_drm2,1,"Yes, in fact: ","Ja, und zwar"
soep-is,soep-is-2012-aufwuchs,eb_drm2,2,"No, no explanation","Nein, keine Erläuterungen"
soep-is,soep-is-2012-aufwuchs,eb_drm2,-2,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm04,1,1 Does not apply at all,1 Trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm04,2,2,2
soep-is,soep-is-2012-aufwuchs,gm04,3,3,3
soep-is,soep-is-2012-aufwuchs,gm04,4,4,4
soep-is,soep-is-2012-aufwuchs,gm04,5,5,5
soep-is,soep-is-2012-aufwuchs,gm04,6,6,6
soep-is,soep-is-2012-aufwuchs,gm04,7,7 Fully applies,7 Trifft voll zu
soep-is,soep-is-2012-aufwuchs,gm04,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm05,1,0 =  completely unimportant,0 ganz und gar unwichtig
soep-is,soep-is-2012-aufwuchs,gm05,2,1,1
soep-is,soep-is-2012-aufwuchs,gm05,3,2,2
soep-is,soep-is-2012-aufwuchs,gm05,4,3,3
soep-is,soep-is-2012-aufwuchs,gm05,5,4,4
soep-is,soep-is-2012-aufwuchs,gm05,6,5,5
soep-is,soep-is-2012-aufwuchs,gm05,7,6,6
soep-is,soep-is-2012-aufwuchs,gm05,8,7,7
soep-is,soep-is-2012-aufwuchs,gm05,9,8,8
soep-is,soep-is-2012-aufwuchs,gm05,10,9,9
soep-is,soep-is-2012-aufwuchs,gm05,11,10 = completely important,10 ganz und gar wichtig
soep-is,soep-is-2012-aufwuchs,gm05,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm08,1,1 Strongly disagree,1 Stimme überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm08,2,2,2
soep-is,soep-is-2012-aufwuchs,gm08,3,3,3
soep-is,soep-is-2012-aufwuchs,gm08,4,4,4
soep-is,soep-is-2012-aufwuchs,gm08,5,5,5
soep-is,soep-is-2012-aufwuchs,gm08,6,6,6
soep-is,soep-is-2012-aufwuchs,gm08,7,7 Strongly agree,7 Stimme voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm08,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm09,1,1 very bad,1 sehr schlecht
soep-is,soep-is-2012-aufwuchs,gm09,2,2,2
soep-is,soep-is-2012-aufwuchs,gm09,3,3,3
soep-is,soep-is-2012-aufwuchs,gm09,4,4,4
soep-is,soep-is-2012-aufwuchs,gm09,5,5,5
soep-is,soep-is-2012-aufwuchs,gm09,6,6,6
soep-is,soep-is-2012-aufwuchs,gm09,7,7 very good,7 sehr gut
soep-is,soep-is-2012-aufwuchs,gm09,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm10,1,1 very bad,1 sehr schlecht
soep-is,soep-is-2012-aufwuchs,gm10,2,2,2
soep-is,soep-is-2012-aufwuchs,gm10,3,3,3
soep-is,soep-is-2012-aufwuchs,gm10,4,4,4
soep-is,soep-is-2012-aufwuchs,gm10,5,5,5
soep-is,soep-is-2012-aufwuchs,gm10,6,6,6
soep-is,soep-is-2012-aufwuchs,gm10,7,7 very good,7 sehr gut
soep-is,soep-is-2012-aufwuchs,gm10,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm11,1,Never,Nie
soep-is,soep-is-2012-aufwuchs,gm11,2,Rarely,Selten
soep-is,soep-is-2012-aufwuchs,gm11,3,Sometimes,Manchmal
soep-is,soep-is-2012-aufwuchs,gm11,4,Often ,Oft
soep-is,soep-is-2012-aufwuchs,gm11,5,Always,Immer
soep-is,soep-is-2012-aufwuchs,gm11,-2,Does not apply,trifft nicht zu
soep-is,soep-is-2012-aufwuchs,gm11,-1,Can not / Prefer not to estimate,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm12,1,1 Does not apply at all,1 trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm12,2,2,2
soep-is,soep-is-2012-aufwuchs,gm12,3,3,3
soep-is,soep-is-2012-aufwuchs,gm12,4,4,4
soep-is,soep-is-2012-aufwuchs,gm12,5,5,5
soep-is,soep-is-2012-aufwuchs,gm12,6,6,6
soep-is,soep-is-2012-aufwuchs,gm12,7,7 Fully applies,7 trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm12,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm13,1,"Yes, I have already heard of it","Ja, schon davon gehört"
soep-is,soep-is-2012-aufwuchs,gm13,2,"No, have not heard of it yet","Nein, noch nichts davon gehört"
soep-is,soep-is-2012-aufwuchs,gm13,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm14,1,Very conerned,große Sorgen
soep-is,soep-is-2012-aufwuchs,gm14,2,Somewhat concerned,einige Sorgen
soep-is,soep-is-2012-aufwuchs,gm14,3,Not at all concerned,keine Sorgen
soep-is,soep-is-2012-aufwuchs,gm14,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm15,1,0 very low,0 sehr niedrig
soep-is,soep-is-2012-aufwuchs,gm15,2,1,1
soep-is,soep-is-2012-aufwuchs,gm15,3,2,2
soep-is,soep-is-2012-aufwuchs,gm15,4,3,3
soep-is,soep-is-2012-aufwuchs,gm15,5,4,4
soep-is,soep-is-2012-aufwuchs,gm15,6,5 moderate,5 mittel
soep-is,soep-is-2012-aufwuchs,gm15,7,6,6
soep-is,soep-is-2012-aufwuchs,gm15,8,7,7
soep-is,soep-is-2012-aufwuchs,gm15,9,8,8
soep-is,soep-is-2012-aufwuchs,gm15,10,9,9
soep-is,soep-is-2012-aufwuchs,gm15,11,10 very high,10 sehr hoch
soep-is,soep-is-2012-aufwuchs,gm15,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm16,1,0 very low,0 sehr niedrig
soep-is,soep-is-2012-aufwuchs,gm16,2,1,1
soep-is,soep-is-2012-aufwuchs,gm16,3,2,2
soep-is,soep-is-2012-aufwuchs,gm16,4,3,3
soep-is,soep-is-2012-aufwuchs,gm16,5,4,4
soep-is,soep-is-2012-aufwuchs,gm16,6,5 moderate,5 mittel
soep-is,soep-is-2012-aufwuchs,gm16,7,6,6
soep-is,soep-is-2012-aufwuchs,gm16,8,7,7
soep-is,soep-is-2012-aufwuchs,gm16,9,8,8
soep-is,soep-is-2012-aufwuchs,gm16,10,9,9
soep-is,soep-is-2012-aufwuchs,gm16,11,10 very high,10 sehr hoch
soep-is,soep-is-2012-aufwuchs,gm16,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm17,1,totally agree,stimme voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm17,2,rather agree,stimme eher zu
soep-is,soep-is-2012-aufwuchs,gm17,3,neither agree nor disagree,weder noch
soep-is,soep-is-2012-aufwuchs,gm17,4,rather disagree,stimme eher nicht zu
soep-is,soep-is-2012-aufwuchs,gm17,5,totally disagree,stimme ganz und gar nicht zu
soep-is,soep-is-2012-aufwuchs,gm17,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm18,1,totally agree,stimme voll zu
soep-is,soep-is-2012-aufwuchs,gm18,2,rather agree,stimme eher zu
soep-is,soep-is-2012-aufwuchs,gm18,3,neither agree nor disagree,weder noch
soep-is,soep-is-2012-aufwuchs,gm18,4,rather disagree,stimme eher nicht zu
soep-is,soep-is-2012-aufwuchs,gm18,5,totally disagree,stimme ganz und gar nicht zu
soep-is,soep-is-2012-aufwuchs,gm18,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm19,1,very fair,sehr gerecht
soep-is,soep-is-2012-aufwuchs,gm19,2,rather fair,eher gerecht
soep-is,soep-is-2012-aufwuchs,gm19,3,neither fair nor unfair,weder gerecht noch ungerecht
soep-is,soep-is-2012-aufwuchs,gm19,4,rather unfair,eher ungerecht
soep-is,soep-is-2012-aufwuchs,gm19,5,very unfair,sehr ungerecht
soep-is,soep-is-2012-aufwuchs,gm19,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm21,1,fully applies,trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm21,2,partially  applies,trifft teilweise zu
soep-is,soep-is-2012-aufwuchs,gm21,3,fully applies,trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm21,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm22,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,gm22,2,No,Nein
soep-is,soep-is-2012-aufwuchs,gm22,3,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,gm22,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm23,1,own interests only,nur eigene Interessen
soep-is,soep-is-2012-aufwuchs,gm23,2,rather the public interest,eher Interesse der Allgemeinheit
soep-is,soep-is-2012-aufwuchs,gm23,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm24,1,short-term interests only ,nur kurzfristige Interessen
soep-is,soep-is-2012-aufwuchs,gm24,2,rather the interest of future generations,eher Interessen künftiger Generationen
soep-is,soep-is-2012-aufwuchs,gm24,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm26,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,gm26,2,No,Nein
soep-is,soep-is-2012-aufwuchs,gm26,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm27,1,1 Does not apply at all,1 trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm27,2,2,2
soep-is,soep-is-2012-aufwuchs,gm27,3,3,3
soep-is,soep-is-2012-aufwuchs,gm27,4,4,4
soep-is,soep-is-2012-aufwuchs,gm27,5,5 Fully applies,5 trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm27,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm28,1,1 Does not apply at all,1 trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm28,2,2,2
soep-is,soep-is-2012-aufwuchs,gm28,3,3,3
soep-is,soep-is-2012-aufwuchs,gm28,4,4,4
soep-is,soep-is-2012-aufwuchs,gm28,5,5 Fully applies,5 trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm28,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm29,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,gm29,2,No,Nein
soep-is,soep-is-2012-aufwuchs,gm29,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm30,1,Never,nie
soep-is,soep-is-2012-aufwuchs,gm30,2,Rarely,selten
soep-is,soep-is-2012-aufwuchs,gm30,3,Sometimes,manchmal
soep-is,soep-is-2012-aufwuchs,gm30,4,Often ,oft
soep-is,soep-is-2012-aufwuchs,gm30,5,Almost always,fast immer
soep-is,soep-is-2012-aufwuchs,gm30,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm31,1,very small,sehr klein
soep-is,soep-is-2012-aufwuchs,gm31,2,rather small,eher klein
soep-is,soep-is-2012-aufwuchs,gm31,3,medium-sized ,mittelgroß
soep-is,soep-is-2012-aufwuchs,gm31,4,rather large,eher groß
soep-is,soep-is-2012-aufwuchs,gm31,5,very large,sehr groß
soep-is,soep-is-2012-aufwuchs,gm31,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm32,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,gm32,2,No,Nein
soep-is,soep-is-2012-aufwuchs,gm32,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm34,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,gm34,2,No,Nein
soep-is,soep-is-2012-aufwuchs,gm34,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm36,1,1 Does not apply at all,1 trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm36,2,2,2
soep-is,soep-is-2012-aufwuchs,gm36,3,3,3
soep-is,soep-is-2012-aufwuchs,gm36,4,4,4
soep-is,soep-is-2012-aufwuchs,gm36,5,5 Fully applies,5 trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm36,-1,keine Angabe,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm37,1,1 Fully disagree,1 stimme überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm37,2,2,2
soep-is,soep-is-2012-aufwuchs,gm37,3,3,3
soep-is,soep-is-2012-aufwuchs,gm37,4,4,4
soep-is,soep-is-2012-aufwuchs,gm37,5,5 Fully agree,5 stimme voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm37,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm38,1,"No, never","Nein, nie"
soep-is,soep-is-2012-aufwuchs,gm38,2,"Yes, rarely","Ja, selten"
soep-is,soep-is-2012-aufwuchs,gm38,3,"Yes, sometimes","Ja, gelegentlich"
soep-is,soep-is-2012-aufwuchs,gm38,4,"Yes, often","Ja, oft"
soep-is,soep-is-2012-aufwuchs,gm38,5,"Yes, almost always","Ja, fast immer"
soep-is,soep-is-2012-aufwuchs,gm38,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm39,1,Never,nie
soep-is,soep-is-2012-aufwuchs,gm39,2,Rarely,selten
soep-is,soep-is-2012-aufwuchs,gm39,3,Sometimes,manchmal
soep-is,soep-is-2012-aufwuchs,gm39,4,Often ,oft
soep-is,soep-is-2012-aufwuchs,gm39,5,Very often,sehr häufig
soep-is,soep-is-2012-aufwuchs,gm39,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm40,1,very small,sehr klein
soep-is,soep-is-2012-aufwuchs,gm40,2,rather small,eher klein
soep-is,soep-is-2012-aufwuchs,gm40,3,medium-sized ,mittelgroß
soep-is,soep-is-2012-aufwuchs,gm40,4,rather large,eher groß
soep-is,soep-is-2012-aufwuchs,gm40,5,very large,sehr groß
soep-is,soep-is-2012-aufwuchs,gm40,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm41,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,gm41,2,No,Nein
soep-is,soep-is-2012-aufwuchs,gm41,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm43,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,gm43,2,No,Nein
soep-is,soep-is-2012-aufwuchs,gm43,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm45,1,1 doesn't apply at all,1 trifft überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm45,2,2,2
soep-is,soep-is-2012-aufwuchs,gm45,3,3,3
soep-is,soep-is-2012-aufwuchs,gm45,4,4,4
soep-is,soep-is-2012-aufwuchs,gm45,5,5 Fully applies,5 trifft voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm46,1,1 Fully disagree,1 stimme überhaupt nicht zu
soep-is,soep-is-2012-aufwuchs,gm46,2,2,2
soep-is,soep-is-2012-aufwuchs,gm46,3,3,3
soep-is,soep-is-2012-aufwuchs,gm46,4,4,4
soep-is,soep-is-2012-aufwuchs,gm46,5,5 Fully agree,5 stimme voll und ganz zu
soep-is,soep-is-2012-aufwuchs,gm46,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,gm47,1,"No, never","Nein, nie"
soep-is,soep-is-2012-aufwuchs,gm47,2,"Yes, rarely","Ja, selten"
soep-is,soep-is-2012-aufwuchs,gm47,3,"Yes, occasionally","Ja, gelegentlich"
soep-is,soep-is-2012-aufwuchs,gm47,4,"Yes, often ","Ja, oft"
soep-is,soep-is-2012-aufwuchs,gm47,5,"Yes, nearly always","Ja, sehr häufig"
soep-is,soep-is-2012-aufwuchs,gm47,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv03a,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,lv03a,2,No,Nein
soep-is,soep-is-2012-aufwuchs,lv03a,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv04,1,Yes,Ja
soep-is,soep-is-2012-aufwuchs,lv04,2,No,Nein
soep-is,soep-is-2012-aufwuchs,lv04,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv05,1,None,Keinen Schulabschluss
soep-is,soep-is-2012-aufwuchs,lv05,2,Lower track (Volksschule / Hauptschule / 8th grade GDR),Volks- oder Hauptschulabschluss; 8. Klasse POS
soep-is,soep-is-2012-aufwuchs,lv05,3,Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS"
soep-is,soep-is-2012-aufwuchs,lv05,4,Upper track (Abitur / Hochschulreife / EOS),"Abitur, Hochschulreife; EOS"
soep-is,soep-is-2012-aufwuchs,lv05,5,Other type of school,Anderen Schulabschluss
soep-is,soep-is-2012-aufwuchs,lv05,6,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lv05,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv06,1,"Yes, vocational training","Ja, berufliche Ausbildung"
soep-is,soep-is-2012-aufwuchs,lv06,2,"Yes, university degree","Ja, Hochschulstudium"
soep-is,soep-is-2012-aufwuchs,lv06,3,"No, he did not complete training or a university degree","Nein, keine abgeschlossene Ausbildung"
soep-is,soep-is-2012-aufwuchs,lv06,4,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lv06,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv12,1,"Blue-collar worker, also in agriculture","Arbeiter, auch in der Landwirtschaft"
soep-is,soep-is-2012-aufwuchs,lv12,2,White-collar worker,Angestellter
soep-is,soep-is-2012-aufwuchs,lv12,3,Civil servant or public administration employee (including judges and professional soldiers),Beamter einschließlich Richter und Berufssoldat
soep-is,soep-is-2012-aufwuchs,lv12,4,Self-employed (also those working for a self-employed family member),Selbständiger beziehungsweise mithelfender Familienangehöriger
soep-is,soep-is-2012-aufwuchs,lv12,5,Was not employed,War nicht erwerbstätig
soep-is,soep-is-2012-aufwuchs,lv12,6,Was deceased,War verstorben
soep-is,soep-is-2012-aufwuchs,lv12,7,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lv12,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv08,1,Unskilled worker (ungelernt),Ungelernter Arbeiter
soep-is,soep-is-2012-aufwuchs,lv08,2,Semi-skilled worker (angelernt),Angelernter Arbeiter
soep-is,soep-is-2012-aufwuchs,lv08,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernter und Facharbeiter
soep-is,soep-is-2012-aufwuchs,lv08,4,Foreman / forewoman (Vorarbeiter / KolonnenfÃ¼hrer),"Vorarbeiter, Kolonnenführer"
soep-is,soep-is-2012-aufwuchs,lv08,5,Master craftsperson (Meister / Polierer),"Meister, Polier"
soep-is,soep-is-2012-aufwuchs,lv08,6,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lv08,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv09,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis
soep-is,soep-is-2012-aufwuchs,lv09,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellter mit einfacher Tätigkeit - ohne Ausbildungsabschluss
soep-is,soep-is-2012-aufwuchs,lv09,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellter mit einfacher Tätigkeit - mit Ausbildungsabschluss
soep-is,soep-is-2012-aufwuchs,lv09,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellter mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)"
soep-is,soep-is-2012-aufwuchs,lv09,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)"
soep-is,soep-is-2012-aufwuchs,lv09,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellter mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)"
soep-is,soep-is-2012-aufwuchs,lv09,7,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lv09,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv10,1,Lower level,Einfacher Dienst
soep-is,soep-is-2012-aufwuchs,lv10,2,Middle level,Mittlerer Dienst
soep-is,soep-is-2012-aufwuchs,lv10,3,Upper level,Gehobener Dienst
soep-is,soep-is-2012-aufwuchs,lv10,4,Executive level,Höherer Dienst
soep-is,soep-is-2012-aufwuchs,lv10,5,Don't know,Weiß nicht
soep-is,soep-is-2012-aufwuchs,lv10,-1,No answer,keine Angabe
soep-is,soep-is-2012-aufwuchs,lv11,1,Self-employed farmer without employees,Selbständiger Landwirt ohne Beschäftigte
