study,questionnaire,answer_list,value,label,label_de
soep-is,soep-is-2012-haupt,pbefr2,1,"Yes, a job-creation measure (ABM)","Ja, ABM-Stelle"
soep-is,soep-is-2012-haupt,pbefr2,2,"Yes, a 1-Euro Job (community work)","Ja, gemeinnützige Arbeit (1-Euro-Job)"
soep-is,soep-is-2012-haupt,pbefr2,3,No,Nein
soep-is,soep-is-2012-haupt,pbefr2,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,paz11,1,"Employed full-time, at least 35 hours per week","Ja, Mini-Job (bis 400 Euro)"
soep-is,soep-is-2012-haupt,paz11,2,"Employed part-time, from 20 to 34 hours per week","Ja, Midi-Job (401 bis 800 Euro)"
soep-is,soep-is-2012-haupt,paz11,3,In marginal or irregular employment,Nein
soep-is,soep-is-2012-haupt,paz11,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lstd,1,"Employed full-time, at least 35 hours per week","Voll berufstätig, also mindestens 35 Wochenstunden"
soep-is,soep-is-2012-haupt,lstd,2,"Employed part-time, from 20 to 34 hours per week","Teilzeitbeschäftigt, also 20 bis 34 Wochenstunden"
soep-is,soep-is-2012-haupt,lstd,3,In marginal or irregular employment,Geringfügig oder unregelmäßig beschäftigt
soep-is,soep-is-2012-haupt,lstd,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,l1oed,1,Yes,Ja
soep-is,soep-is-2012-haupt,l1oed,2,No,Nein
soep-is,soep-is-2012-haupt,l1oed,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pnerw02,1,"No, definitely not","Nein, ganz sicher nicht"
soep-is,soep-is-2012-haupt,pnerw02,2,Probably not,Eher unwahrscheinlich
soep-is,soep-is-2012-haupt,pnerw02,3,Probably,Wahrscheinlich
soep-is,soep-is-2012-haupt,pnerw02,4,Definitely,Ganz sicher
soep-is,soep-is-2012-haupt,pnerw02,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pnerw10,1,Yes,Ja
soep-is,soep-is-2012-haupt,pnerw10,2,No,Nein
soep-is,soep-is-2012-haupt,pnerw10,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pnerw09,1,Yes,Ja
soep-is,soep-is-2012-haupt,pnerw09,2,No,Nein
soep-is,soep-is-2012-haupt,pnerw09,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pwexl1,1,Yes,Ja
soep-is,soep-is-2012-haupt,pwexl1,2,No,Nein
soep-is,soep-is-2012-haupt,pwexl1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pwexl4,1,I started working for the first time in my life,Habe erstmals in meinem Leben eine Erwerbstätigkeit aufgenommen
soep-is,soep-is-2012-haupt,pwexl4,2,I returned to a previous employer after a break in employment,Bin nach einer Unterbrechung jetzt wieder zum früheren Arbeitgeber zurückgekehrt
soep-is,soep-is-2012-haupt,pwexl4,3,I started a new job with a different employer (for temporary workers this includes working in a temporary job),Habe eine Stelle bei einem neuen Arbeitgeber angetreten (bei Zeitarbeitnehmern: einschl. Tätigkeit in einem Entleihbetrieb)
soep-is,soep-is-2012-haupt,pwexl4,4,I was hired by the company (in which I previously worked as an apprentice / in a job creation measure (ABM) / on a freelance basis),Bin vom Betrieb übernommen worden (war vorher dort in Ausbildung / in ABM / oder als freier Mitarbeiter tätig)
soep-is,soep-is-2012-haupt,pwexl4,5,I changed positions within the same company,Habe innerhalb des Unternehmens die Stelle gewechselt
soep-is,soep-is-2012-haupt,pwexl4,7,I became self-employed,Habe eine neue Tätigkeit als Selbständiger aufgenommen
soep-is,soep-is-2012-haupt,pwexl4,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,poed,1,Yes,Ja
soep-is,soep-is-2012-haupt,poed,2,No,Nein
soep-is,soep-is-2012-haupt,poed,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,x,1,"Blue-collar worker, also in agriculture","Arbeiter, auch in der Landwirtschaft"
soep-is,soep-is-2012-haupt,x,2,White-Collar Worker,Angestellte
soep-is,soep-is-2012-haupt,x,3,Self-employed (also those working for a self-employed family member),"Selbständige, einschl. mithelfende Familienangehörige"
soep-is,soep-is-2012-haupt,x,4,Civil Servant,"Beamte, einschließlich Richter und Berufssoldaten"
soep-is,soep-is-2012-haupt,x,5,Trainees and Assistants,Auszubildende und Praktikanten
soep-is,soep-is-2012-haupt,x,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pvor1,1,Yes,Ja
soep-is,soep-is-2012-haupt,pvor1,2,No,Nein
soep-is,soep-is-2012-haupt,pvor1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,parb,1,Unskilled worker (ungelernt),Ungelernte Arbeiter
soep-is,soep-is-2012-haupt,parb,2,Semi-skilled worker (angelernt),Angelernte Arbeiter
soep-is,soep-is-2012-haupt,parb,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernte und Facharbeiter
soep-is,soep-is-2012-haupt,parb,4,Foreman / forewoman (Vorarbeiter/ Kolonnenführer),"Vorarbeiter, Kolonnenführer"
soep-is,soep-is-2012-haupt,parb,5,Master craftsperson (Meister / Polierer),"Meister, Polier"
soep-is,soep-is-2012-haupt,parb,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pang,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis
soep-is,soep-is-2012-haupt,pang,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellte mit einfacher Tätigkeit ohne Ausbildungsabschluss
soep-is,soep-is-2012-haupt,pang,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellte mit einfacher Tätigkeit mit Ausbildungsabschluss
soep-is,soep-is-2012-haupt,pang,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellte mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner"
soep-is,soep-is-2012-haupt,pang,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter"
soep-is,soep-is-2012-haupt,pang,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellte mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände"
soep-is,soep-is-2012-haupt,pang,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pamt,1,Lower level,Einfacher Dienst
soep-is,soep-is-2012-haupt,pamt,2,Middle level,Mittlerer Dienst
soep-is,soep-is-2012-haupt,pamt,3,Upper level,Gehobener Dienst
soep-is,soep-is-2012-haupt,pamt,4,Executive level,Höherer Dienst
soep-is,soep-is-2012-haupt,pamt,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pazubi,1,Apprentice / trainee in industry of technology,Auszubildende im gewerblich-technischen Bereich
soep-is,soep-is-2012-haupt,pazubi,2,Apprentice / trainee in trade and commerce,Auszubildende im kaufmännischen Bereich
soep-is,soep-is-2012-haupt,pazubi,3,"Volunteer, intern, etc","Volontäre, Praktikanten und ähnliches"
soep-is,soep-is-2012-haupt,pazubi,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pzaf,1,Yes,Ja
soep-is,soep-is-2012-haupt,pzaf,2,No,Nein
soep-is,soep-is-2012-haupt,pzaf,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pbefr1,1,Permanent contract,Unbefristeten Arbeitsvertrag
soep-is,soep-is-2012-haupt,pbefr1,2,Fixed-term contract,Befristetes Arbeitsverhältnis
soep-is,soep-is-2012-haupt,pbefr1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pgesunt,1,fewer than 5 employees,unter 5 Beschäftigte
soep-is,soep-is-2012-haupt,pgesunt,2,5-10 employees,5 bis 10 Beschäftigte
soep-is,soep-is-2012-haupt,pgesunt,3,11-19 employees,11 bis unter 20 Beschäftigte
soep-is,soep-is-2012-haupt,pgesunt,4,20-99 employees,20 bis unter 100 Beschäftigte
soep-is,soep-is-2012-haupt,pgesunt,5,100-199 employees,100 bis unter 200 Beschäftigte
soep-is,soep-is-2012-haupt,pgesunt,6,"200-1,999 employees",200 bis unter 2000 Beschäftigte
soep-is,soep-is-2012-haupt,pgesunt,7,2000 or more employees,2000 und mehr Beschäftigte
soep-is,soep-is-2012-haupt,pgesunt,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,psst x1,1,Self-employed farmer,Selbständige Landwirte
soep-is,soep-is-2012-haupt,psst x1,2,Freelance professional / self-employed academic,"Freie Berufe, selbständige Akademiker"
soep-is,soep-is-2012-haupt,psst x1,3,Other self-employed people,Sonstige Selbständige
soep-is,soep-is-2012-haupt,psst x1,4,Working for a self-employed relative,Mithelfende Familienangehörige
soep-is,soep-is-2012-haupt,psst x1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,psst x2,1,None,Keine
soep-is,soep-is-2012-haupt,psst x2,2,1-9,1-9
soep-is,soep-is-2012-haupt,psst x2,3,more than 10,10 und mehr
soep-is,soep-is-2012-haupt,psst x2,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,paz15 paz16,1,"No, never","Nein, nie"
soep-is,soep-is-2012-haupt,paz15 paz16,2,[Yes] Every day,"[Ja, und zwar] Täglich"
soep-is,soep-is-2012-haupt,paz15 paz16,3,[Yes] Several times per week,"[Ja, und zwar] mehrmals in der Woche"
soep-is,soep-is-2012-haupt,paz15 paz16,4,[Yes] For a week at a time (alternating shifts),"[Ja, und zwar] wochenweise (Wechselschicht)"
soep-is,soep-is-2012-haupt,paz15 paz16,5,"[Yes] Less often, only when needed","[Ja, und zwar] seltener, nur bei Bedarf"
soep-is,soep-is-2012-haupt,paz15 paz16,-1,No answer,K.A.
soep-is,soep-is-2012-haupt,paz17 paz18,1,"No, never","Nein, nie"
soep-is,soep-is-2012-haupt,paz17 paz18,2,[Yes] Every week,"[Ja, und zwar] jede Woche"
soep-is,soep-is-2012-haupt,paz17 paz18,3,[Yes] Every other week,"[Ja, und zwar] alle 2 Wochen"
soep-is,soep-is-2012-haupt,paz17 paz18,4,[Yes] Every 3-4 weeks,"[Ja, und zwar] alle 3-4 Wochen"
soep-is,soep-is-2012-haupt,paz17 paz18,5,[Yes] Less often,"[Ja, und zwar] seltener"
soep-is,soep-is-2012-haupt,paz17 paz18,-1,No answer,K.A.
soep-is,soep-is-2012-haupt,pustd1,1,Yes,Ja
soep-is,soep-is-2012-haupt,pustd1,2,No,Nein
soep-is,soep-is-2012-haupt,pustd1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pustd2,1,Yes,Ja
soep-is,soep-is-2012-haupt,pustd2,2,No,Nein
soep-is,soep-is-2012-haupt,pustd2,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pustd3,1,...by the end of the year,mit Ausgleich bis zum Jahresende
soep-is,soep-is-2012-haupt,pustd3,2,...within a shorter period of time,mit kürzerer Ausgleichsfrist
soep-is,soep-is-2012-haupt,pustd3,3,...within a longer period of time,mit längerer Ausgleichsfrist
soep-is,soep-is-2012-haupt,pustd3,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pustd4,1,Compensated with time-off,Abgefeiert
soep-is,soep-is-2012-haupt,pustd4,2,"Partly paid, partly compensated with time-off",Teils / teils
soep-is,soep-is-2012-haupt,pustd4,3,Paid,Bezahlt
soep-is,soep-is-2012-haupt,pustd4,4,Not compensated at all,Gar nicht abgegolten
soep-is,soep-is-2012-haupt,pustd4,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pwohn1,1,Yes,Ja
soep-is,soep-is-2012-haupt,pwohn1,2,No,Nein
soep-is,soep-is-2012-haupt,pwohn1,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,pwohn3,1,Every day,Täglich
soep-is,soep-is-2012-haupt,pwohn3,2,once a week,Wöchentlich
soep-is,soep-is-2012-haupt,pwohn3,3,less often,Seltener
soep-is,soep-is-2012-haupt,pwohn3,-1,No answer,Keine Angabe
soep-is,soep-is-2012-haupt,pwohn5,1,"Difficult to say, location of workplace varies","Nicht zu sagen, da wechselnder Arbeitsort"
soep-is,soep-is-2012-haupt,pwohn5,2,Workplace and home are in the same building / same property,Arbeitsplatz und Wohnung sind im gleichen Haus bzw. auf dem gleichen Grundstück
soep-is,soep-is-2012-haupt,pjob,1,Yes,Ja
soep-is,soep-is-2012-haupt,pjob,2,No,Nein
soep-is,soep-is-2012-haupt,pjob,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm09,1,Yes,Ja
soep-is,soep-is-2012-haupt,csm09,2,"No, there was nothing like that","Nein, gab nichts dergleichen  "
soep-is,soep-is-2012-haupt,csm09,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm10,1,positive,positiv
soep-is,soep-is-2012-haupt,csm10,2,neutral,neutral
soep-is,soep-is-2012-haupt,csm10,3,negative,negativ
soep-is,soep-is-2012-haupt,csm11,1,0 Not at all,0 Überhaupt nicht
soep-is,soep-is-2012-haupt,csm11,2,1,1
soep-is,soep-is-2012-haupt,csm11,3,2,2
soep-is,soep-is-2012-haupt,csm11,4,3,3
soep-is,soep-is-2012-haupt,csm11,5,4,4
soep-is,soep-is-2012-haupt,csm11,6,5,5
soep-is,soep-is-2012-haupt,csm11,7,6,6
soep-is,soep-is-2012-haupt,csm11,8,7,7
soep-is,soep-is-2012-haupt,csm11,9,8,8
soep-is,soep-is-2012-haupt,csm11,10,9,9
soep-is,soep-is-2012-haupt,csm11,11,10 Absolutely,10 Voll und ganz
soep-is,soep-is-2012-haupt,csm11,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm12,1,0 Does not apply at all,0 trifft überhaupt nicht zu
soep-is,soep-is-2012-haupt,csm12,2,1,1
soep-is,soep-is-2012-haupt,csm12,3,2,2
soep-is,soep-is-2012-haupt,csm12,4,3,3
soep-is,soep-is-2012-haupt,csm12,5,4,4
soep-is,soep-is-2012-haupt,csm12,6,5,5
soep-is,soep-is-2012-haupt,csm12,7,6,6
soep-is,soep-is-2012-haupt,csm12,8,7,7
soep-is,soep-is-2012-haupt,csm12,9,8,8
soep-is,soep-is-2012-haupt,csm12,10,9,9
soep-is,soep-is-2012-haupt,csm12,11,10 Fully applies,10 trifft voll und ganz zu
soep-is,soep-is-2012-haupt,csm12,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm05,1,Ja,Yes
soep-is,soep-is-2012-haupt,csm05,2,"Nein, gab nichts dergleichen  ","No, there was nothing like that"
soep-is,soep-is-2012-haupt,csm05,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm06,1,positive,positiv
soep-is,soep-is-2012-haupt,csm06,2,neutral,neutral
soep-is,soep-is-2012-haupt,csm06,3,negative,negativ
soep-is,soep-is-2012-haupt,csm07,1,0 Not at all,0 Überhaupt nicht
soep-is,soep-is-2012-haupt,csm07,2,1,1
soep-is,soep-is-2012-haupt,csm07,3,2,2
soep-is,soep-is-2012-haupt,csm07,4,3,3
soep-is,soep-is-2012-haupt,csm07,5,4,4
soep-is,soep-is-2012-haupt,csm07,6,5,5
soep-is,soep-is-2012-haupt,csm07,7,6,6
soep-is,soep-is-2012-haupt,csm07,8,7,7
soep-is,soep-is-2012-haupt,csm07,9,8,8
soep-is,soep-is-2012-haupt,csm07,10,9,9
soep-is,soep-is-2012-haupt,csm07,11,10 Absolutely,10 Voll und ganz
soep-is,soep-is-2012-haupt,csm07,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm08,1,0 Does not apply at all,0 trifft überhaupt nicht zu
soep-is,soep-is-2012-haupt,csm08,2,1,1
soep-is,soep-is-2012-haupt,csm08,3,2,2
soep-is,soep-is-2012-haupt,csm08,4,3,3
soep-is,soep-is-2012-haupt,csm08,5,4,4
soep-is,soep-is-2012-haupt,csm08,6,5,5
soep-is,soep-is-2012-haupt,csm08,7,6,6
soep-is,soep-is-2012-haupt,csm08,8,7,7
soep-is,soep-is-2012-haupt,csm08,9,8,8
soep-is,soep-is-2012-haupt,csm08,10,9,9
soep-is,soep-is-2012-haupt,csm08,11,10 Fully applies,10 trifft voll und ganz zu
soep-is,soep-is-2012-haupt,csm08,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm01,1,Ja,Yes
soep-is,soep-is-2012-haupt,csm01,2,"Nein, gab nichts dergleichen  ","No, there was nothing like that"
soep-is,soep-is-2012-haupt,csm01,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm02,1,positive,positiv
soep-is,soep-is-2012-haupt,csm02,2,neutral,neutral
soep-is,soep-is-2012-haupt,csm02,3,negative,negativ
soep-is,soep-is-2012-haupt,csm02,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm03,1,0 Not at all,0 Überhaupt nicht
soep-is,soep-is-2012-haupt,csm03,2,1,1
soep-is,soep-is-2012-haupt,csm03,3,2,2
soep-is,soep-is-2012-haupt,csm03,4,3,3
soep-is,soep-is-2012-haupt,csm03,5,4,4
soep-is,soep-is-2012-haupt,csm03,6,5,5
soep-is,soep-is-2012-haupt,csm03,7,6,6
soep-is,soep-is-2012-haupt,csm03,8,7,7
soep-is,soep-is-2012-haupt,csm03,9,8,8
soep-is,soep-is-2012-haupt,csm03,10,9,9
soep-is,soep-is-2012-haupt,csm03,11,10 Absolutely,10 Voll und ganz
soep-is,soep-is-2012-haupt,csm03,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,csm04,1,0 Does not apply at all,0 trifft überhaupt nicht zu
soep-is,soep-is-2012-haupt,csm04,2,1,1
soep-is,soep-is-2012-haupt,csm04,3,2,2
soep-is,soep-is-2012-haupt,csm04,4,3,3
soep-is,soep-is-2012-haupt,csm04,5,4,4
soep-is,soep-is-2012-haupt,csm04,6,5,5
soep-is,soep-is-2012-haupt,csm04,7,6,6
soep-is,soep-is-2012-haupt,csm04,8,7,7
soep-is,soep-is-2012-haupt,csm04,9,8,8
soep-is,soep-is-2012-haupt,csm04,10,9,9
soep-is,soep-is-2012-haupt,csm04,11,10 Fully applies,10 trifft voll und ganz zu
soep-is,soep-is-2012-haupt,csm04,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,q2drm,1,On the way to work/ study or way home from there,Auf dem Weg zur Arbeit / Studium oder von dort nach Hause
soep-is,soep-is-2012-haupt,q2drm,2,"Way to spare time activity, way back home",Auf dem Weg zur Freizeitaktivität oder von dort nach Hause
soep-is,soep-is-2012-haupt,q2drm,3,Working / studying,Arbeiten / Studieren
soep-is,soep-is-2012-haupt,q2drm,4,Shopping,Einkaufen
soep-is,soep-is-2012-haupt,q2drm,5,Preparing food,Essen zubereiten
soep-is,soep-is-2012-haupt,q2drm,6,Eating,Essen
soep-is,soep-is-2012-haupt,q2drm,7,Washing / showering / bathing / brushing teeth / dressing oneself / getting ready,Waschen / Duschen / Baden / Zähne putzen / Anziehen / Sich fertig machen
soep-is,soep-is-2012-haupt,q2drm,8,Doing housework,Hausarbeit erledigen
soep-is,soep-is-2012-haupt,q2drm,9,"Taking care of children, taking them to school, activities",Kind(er) betreuen / auch bringen oder abholen der Kinder zur Schule oder Freizeitaktivität
soep-is,soep-is-2012-haupt,q2drm,10,Meet friends,Mit Freunden treffen
soep-is,soep-is-2012-haupt,q2drm,11,"Resting, taking a nap",Ausruhen / ein Nickerchen machen
soep-is,soep-is-2012-haupt,q2drm,12,Relaxing,Entspannen
soep-is,soep-is-2012-haupt,q2drm,13,Intimate relations,Intime Beziehungen
soep-is,soep-is-2012-haupt,q2drm,14,"Worship, meditation","Beten, Gottesdienst besuchen, Meditieren"
soep-is,soep-is-2012-haupt,q2drm,15,Watching TV,Fernsehen
soep-is,soep-is-2012-haupt,q2drm,16,Reading,Lesen
soep-is,soep-is-2012-haupt,q2drm,17,Computer/ internet,Beschäftigung mit Computer oder Internet
soep-is,soep-is-2012-haupt,q2drm,18,On the phone,Telefonieren
soep-is,soep-is-2012-haupt,q2drm,19,Doing sports,Sport treiben
soep-is,soep-is-2012-haupt,q2drm,20,Doctor visits,Arztbesuch
soep-is,soep-is-2012-haupt,q2drm,21,Gardening,Gartenarbeit
soep-is,soep-is-2012-haupt,q2drm,22,Taking care of pets,"Beschäftigung mit Haustieren (Füttern, Spielen, Gassi gehen etc.)"
soep-is,soep-is-2012-haupt,q2drm,23,"Other activity, namely:",Andere Aktivitäten (bitte angeben)
soep-is,soep-is-2012-haupt,q2drm,24,End of the day: beginning of the night rest or 12am.,Ende des Tages: Beginn der Nachtruhe  bzw. 24 Uhr
soep-is,soep-is-2012-haupt,q5drm,1,Yes,Ja
soep-is,soep-is-2012-haupt,q5drm,2,No,Nein
soep-is,soep-is-2012-haupt,q6drm,1,On the way to work/ study or way home from there,Auf dem Weg zur Arbeit / Studium oder von dort nach Hause
soep-is,soep-is-2012-haupt,q6drm,2,"Way to spare time activity, way back home",Auf dem Weg zur Freizeitaktivität oder von dort nach Hause
soep-is,soep-is-2012-haupt,q6drm,3,Working / studying,Arbeiten / Studieren
soep-is,soep-is-2012-haupt,q6drm,4,Shopping,Einkaufen
soep-is,soep-is-2012-haupt,q6drm,5,Preparing food,Essen zubereiten
soep-is,soep-is-2012-haupt,q6drm,6,Eating,Essen
soep-is,soep-is-2012-haupt,q6drm,7,Washing / showering / bathing / brushing teeth / dressing oneself / getting ready,Waschen / Duschen / Baden / Zähne putzen / Anziehen / Sich fertig machen
soep-is,soep-is-2012-haupt,q6drm,8,Doing housework,Hausarbeit erledigen
soep-is,soep-is-2012-haupt,q6drm,9,"Taking care of children, taking them to school, activities",Kind(er) betreuen / auch bringen oder abholen der Kinder zur Schule oder Freizeitaktivität
soep-is,soep-is-2012-haupt,q6drm,10,Meet friends,Mit Freunden treffen
soep-is,soep-is-2012-haupt,q6drm,11,"Resting, taking a nap",Ausruhen / ein Nickerchen machen
soep-is,soep-is-2012-haupt,q6drm,12,Relaxing,Entspannen
soep-is,soep-is-2012-haupt,q6drm,13,Intimate relations,Intime Beziehungen
soep-is,soep-is-2012-haupt,q6drm,14,"Worship, meditation","Beten, Gottesdienst besuchen, Meditieren"
soep-is,soep-is-2012-haupt,q6drm,15,Watching TV,Fernsehen
soep-is,soep-is-2012-haupt,q6drm,16,Reading,Lesen
soep-is,soep-is-2012-haupt,q6drm,17,Computer/ internet,Beschäftigung mit Computer oder Internet
soep-is,soep-is-2012-haupt,q6drm,18,On the phone,Telefonieren
soep-is,soep-is-2012-haupt,q6drm,19,Doing sports,Sport treiben
soep-is,soep-is-2012-haupt,q6drm,20,Doctor visits,Arztbesuch
soep-is,soep-is-2012-haupt,q6drm,21,Gardening,Gartenarbeit
soep-is,soep-is-2012-haupt,q6drm,22,Taking care of pets,"Beschäftigung mit Haustieren (Füttern, Spielen, Gassi gehen etc.)"
soep-is,soep-is-2012-haupt,q6drm,23,"Other activity, namely:",Andere Aktivitäten (bitte angeben)
soep-is,soep-is-2012-haupt,q9drm,1,rather pleasant,eher angenehm
soep-is,soep-is-2012-haupt,q9drm,2,rather unpleasant,eher unangenehm
soep-is,soep-is-2012-haupt,q9drm,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,q10drm,1,At home,Zu Hause
soep-is,soep-is-2012-haupt,q10drm,2,At work,Auf der Arbeit
soep-is,soep-is-2012-haupt,q10drm,3,Somewhere else,Woanders
soep-is,soep-is-2012-haupt,q10drm,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,q12drm,1,1 Not at all,Gar nicht 1
soep-is,soep-is-2012-haupt,q12drm,2,2,2
soep-is,soep-is-2012-haupt,q12drm,3,3,3
soep-is,soep-is-2012-haupt,q12drm,4,4,4
soep-is,soep-is-2012-haupt,q12drm,5,5,5
soep-is,soep-is-2012-haupt,q12drm,6,6,6
soep-is,soep-is-2012-haupt,q12drm,7,7 Very strongly,Sehr stark 7
soep-is,soep-is-2012-haupt,q12drm,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,eb-drm2,1,Yes,Ja
soep-is,soep-is-2012-haupt,eb-drm2,2,"No, no explanation","Nein, keine Erläuterungen"
soep-is,soep-is-2012-haupt,lvm,1,"Yes, both","Ja, beide"
soep-is,soep-is-2012-haupt,lvm,2,Father only,Nur der Vater
soep-is,soep-is-2012-haupt,lvm,3,Mother only,Nur die Mutter
soep-is,soep-is-2012-haupt,lvm,4,"No, both not","Nein, beide nicht"
soep-is,soep-is-2012-haupt,lv03a,1,Yes,Ja
soep-is,soep-is-2012-haupt,lv03a,2,No,Nein
soep-is,soep-is-2012-haupt,lv03a,-1,No answer,Kein Angabe
soep-is,soep-is-2012-haupt,lv04,1,Yes,Ja
soep-is,soep-is-2012-haupt,lv04,2,No,Nein
soep-is,soep-is-2012-haupt,lv04,-1,No answer,Kein Angabe
