study,questionnaire,answer_list,value,label,label_de,,
soep-is,soep-is-2012-haupt,pang,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellte mit qualifizierter Tätigkeit wie zum Beispiel Sachbearbeiter, Buchhalter oder technischer Zeichner",2044,pang
soep-is,soep-is-2012-haupt,pang,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen wie zum Beispiel wissenschaftlicher Mitarbeiter, Ingenieur oder Abteilungsleiter",2045,pang
soep-is,soep-is-2012-haupt,pang,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellte mit umfassenden Führungsaufgaben wie zum Beispiel Direktor, Geschäftsführer oder Vorstand größerer Betriebe und Verbände",2046,pang
soep-is,soep-is-2012-haupt,pang,-1,No answer,Kein Angabe,2047,pang
soep-is,soep-is-2012-haupt,pamt,1,Lower level,Einfacher Dienst,2048,pamt
soep-is,soep-is-2012-haupt,pamt,2,Middle level,Mittlerer Dienst,2049,pamt
soep-is,soep-is-2012-haupt,pamt,3,Upper level,Gehobener Dienst,2050,pamt
soep-is,soep-is-2012-haupt,pamt,4,Executive level,Höherer Dienst,2051,pamt
soep-is,soep-is-2012-haupt,pamt,-1,No answer,Kein Angabe,2052,pamt
soep-is,soep-is-2012-haupt,pazubi,1,Apprentice / trainee in industry of technology,Auszubildende im gewerblich-technischen Bereich,2053,pazubi
soep-is,soep-is-2012-haupt,pazubi,2,Apprentice / trainee in trade and commerce,Auszubildende im kaufmännischen Bereich,2054,pazubi
soep-is,soep-is-2012-haupt,pazubi,3,"Volunteer, intern, etc","Volontäre, Praktikanten und ähnliches",2055,pazubi
soep-is,soep-is-2012-haupt,pazubi,-1,No answer,Kein Angabe,2056,pazubi
soep-is,soep-is-2012-haupt,pzaf,1,Yes,Ja,2057,pzaf
soep-is,soep-is-2012-haupt,pzaf,2,No,Nein,2058,pzaf
soep-is,soep-is-2012-haupt,pzaf,-1,No answer,Kein Angabe,2059,pzaf
soep-is,soep-is-2012-haupt,pbefr1,1,Permanent contract,Unbefristeten Arbeitsvertrag,2060,pbefr1
soep-is,soep-is-2012-haupt,pbefr1,2,Fixed-term contract,Befristetes Arbeitsverhältnis,2061,pbefr1
soep-is,soep-is-2012-haupt,pbefr1,-1,No answer,Kein Angabe,2062,pbefr1
soep-is,soep-is-2012-haupt,pgesunt,1,fewer than 5 employees,unter 5 Beschäftigte,2063,pgesunt
soep-is,soep-is-2012-haupt,pgesunt,2,5-10 employees,5 bis 10 Beschäftigte,2064,pgesunt
soep-is,soep-is-2012-haupt,pgesunt,3,11-19 employees,11 bis unter 20 Beschäftigte,2065,pgesunt
soep-is,soep-is-2012-haupt,pgesunt,4,20-99 employees,20 bis unter 100 Beschäftigte,2066,pgesunt
soep-is,soep-is-2012-haupt,pgesunt,5,100-199 employees,100 bis unter 200 Beschäftigte,2067,pgesunt
soep-is,soep-is-2012-haupt,pgesunt,6,"200-1,999 employees",200 bis unter 2000 Beschäftigte,2068,pgesunt
soep-is,soep-is-2012-haupt,pgesunt,7,2000 or more employees,2000 und mehr Beschäftigte,2069,pgesunt
soep-is,soep-is-2012-haupt,pgesunt,-1,No answer,Kein Angabe,2070,pgesunt
soep-is,soep-is-2012-haupt,psst x1,1,Self-employed farmer,Selbständige Landwirte,2071,psst x1
soep-is,soep-is-2012-haupt,psst x1,2,Freelance professional / self-employed academic,"Freie Berufe, selbständige Akademiker",2072,psst x1
soep-is,soep-is-2012-haupt,psst x1,3,Other self-employed people,Sonstige Selbständige,2073,psst x1
soep-is,soep-is-2012-haupt,psst x1,4,Working for a self-employed relative,Mithelfende Familienangehörige,2074,psst x1
soep-is,soep-is-2012-haupt,psst x1,-1,No answer,Kein Angabe,2075,psst x1
soep-is,soep-is-2012-haupt,psst x2,1,None,Keine,2076,psst x2
soep-is,soep-is-2012-haupt,psst x2,2,1-9,1-9,2077,psst x2
soep-is,soep-is-2012-haupt,psst x2,3,more than 10,10 und mehr,2078,psst x2
soep-is,soep-is-2012-haupt,psst x2,-1,No answer,Kein Angabe,2079,psst x2
soep-is,soep-is-2012-haupt,paz15 paz16,1,"No, never","Nein, nie",2082,paz15 paz16
soep-is,soep-is-2012-haupt,paz15 paz16,2,[Yes] Every day,"[Ja, und zwar] Täglich",2083,paz15 paz16
soep-is,soep-is-2012-haupt,paz15 paz16,3,[Yes] Several times per week,"[Ja, und zwar] mehrmals in der Woche",2084,paz15 paz16
soep-is,soep-is-2012-haupt,paz15 paz16,4,[Yes] For a week at a time (alternating shifts),"[Ja, und zwar] wochenweise (Wechselschicht)",2085,paz15 paz16
soep-is,soep-is-2012-haupt,paz15 paz16,5,"[Yes] Less often, only when needed","[Ja, und zwar] seltener, nur bei Bedarf",2086,paz15 paz16
soep-is,soep-is-2012-haupt,paz15 paz16,-1,No answer,K.A.,2087,paz15 paz16
soep-is,soep-is-2012-haupt,paz17 paz18,1,"No, never","Nein, nie",2088,paz17 paz18
soep-is,soep-is-2012-haupt,paz17 paz18,2,[Yes] Every week,"[Ja, und zwar] jede Woche",2089,paz17 paz18
soep-is,soep-is-2012-haupt,paz17 paz18,3,[Yes] Every other week,"[Ja, und zwar] alle 2 Wochen",2090,paz17 paz18
soep-is,soep-is-2012-haupt,paz17 paz18,4,[Yes] Every 3-4 weeks,"[Ja, und zwar] alle 3-4 Wochen",2091,paz17 paz18
soep-is,soep-is-2012-haupt,paz17 paz18,5,[Yes] Less often,"[Ja, und zwar] seltener",2092,paz17 paz18
soep-is,soep-is-2012-haupt,paz17 paz18,-1,No answer,K.A.,2093,paz17 paz18
soep-is,soep-is-2012-haupt,pustd1,1,Yes,Ja,2094,pustd1
soep-is,soep-is-2012-haupt,pustd1,2,No,Nein,2095,pustd1
soep-is,soep-is-2012-haupt,pustd1,-1,No answer,Kein Angabe,2096,pustd1
soep-is,soep-is-2012-haupt,pustd2,1,Yes,Ja,2097,pustd2
soep-is,soep-is-2012-haupt,pustd2,2,No,Nein,2098,pustd2
soep-is,soep-is-2012-haupt,pustd2,-1,No answer,Keine Angabe,2099,pustd2
soep-is,soep-is-2012-haupt,pustd3,1,...by the end of the year,mit Ausgleich bis zum Jahresende,2100,pustd3
soep-is,soep-is-2012-haupt,pustd3,2,...within a shorter period of time,mit kürzerer Ausgleichsfrist,2101,pustd3
soep-is,soep-is-2012-haupt,pustd3,3,...within a longer period of time,mit längerer Ausgleichsfrist,2102,pustd3
soep-is,soep-is-2012-haupt,pustd3,-1,No answer,Keine Angabe,2103,pustd3
soep-is,soep-is-2012-haupt,pustd4,1,Compensated with time-off,Abgefeiert,2104,pustd4
soep-is,soep-is-2012-haupt,pustd4,2,"Partly paid, partly compensated with time-off",Teils / teils,2105,pustd4
soep-is,soep-is-2012-haupt,pustd4,3,Paid,Bezahlt,2106,pustd4
soep-is,soep-is-2012-haupt,pustd4,4,Not compensated at all,Gar nicht abgegolten,2107,pustd4
soep-is,soep-is-2012-haupt,pustd4,-1,No answer,Keine Angabe,2108,pustd4
soep-is,soep-is-2012-haupt,pwohn1,1,Yes,Ja,2112,pwohn1
soep-is,soep-is-2012-haupt,pwohn1,2,No,Nein,2113,pwohn1
soep-is,soep-is-2012-haupt,pwohn1,-1,No answer,Kein Angabe,2114,pwohn1
soep-is,soep-is-2012-haupt,pwohn3,1,Every day,Täglich,2115,pwohn3
soep-is,soep-is-2012-haupt,pwohn3,2,once a week,Wöchentlich,2116,pwohn3
soep-is,soep-is-2012-haupt,pwohn3,3,less often,Seltener,2117,pwohn3
soep-is,soep-is-2012-haupt,pwohn3,-1,No answer,Keine Angabe,2118,pwohn3
soep-is,soep-is-2012-haupt,pwohn5,1,"Difficult to say, location of workplace varies","Nicht zu sagen, da wechselnder Arbeitsort",2119,pwohn5
soep-is,soep-is-2012-haupt,pwohn5,2,Workplace and home are in the same building / same property,Arbeitsplatz und Wohnung sind im gleichen Haus bzw. auf dem gleichen Grundstück,2120,pwohn5
soep-is,soep-is-2012-haupt,pjob,1,Yes,Ja,2121,pjob
soep-is,soep-is-2012-haupt,pjob,2,No,Nein,2122,pjob
soep-is,soep-is-2012-haupt,pjob,-1,No answer,Kein Angabe,2123,pjob
soep-is,soep-is-2012-haupt,csm09,1,Yes,Ja,2124,csm09
soep-is,soep-is-2012-haupt,csm09,2,"No, there was nothing like that","Nein, gab nichts dergleichen  ",2125,csm09
soep-is,soep-is-2012-haupt,csm09,-1,No answer,Kein Angabe,2126,csm09
soep-is,soep-is-2012-haupt,csm10,1,positive,positiv,2127,csm10
soep-is,soep-is-2012-haupt,csm10,2,neutral,neutral,2128,csm10
soep-is,soep-is-2012-haupt,csm10,3,negative,negativ,2129,csm10
soep-is,soep-is-2012-haupt,csm11,0,0 Not at all,0 Überhaupt nicht,2130,csm11
soep-is,soep-is-2012-haupt,csm11,1,1,1,2131,csm11
soep-is,soep-is-2012-haupt,csm11,2,2,2,2132,csm11
soep-is,soep-is-2012-haupt,csm11,3,3,3,2133,csm11
soep-is,soep-is-2012-haupt,csm11,4,4,4,2134,csm11
soep-is,soep-is-2012-haupt,csm11,5,5,5,2135,csm11
soep-is,soep-is-2012-haupt,csm11,6,6,6,2136,csm11
soep-is,soep-is-2012-haupt,csm11,7,7,7,2137,csm11
soep-is,soep-is-2012-haupt,csm11,8,8,8,2138,csm11
soep-is,soep-is-2012-haupt,csm11,9,9,9,2139,csm11
soep-is,soep-is-2012-haupt,csm11,10,10 Absolutely,10 Voll und ganz,2140,csm11
soep-is,soep-is-2012-haupt,csm11,-1,No answer,Kein Angabe,2141,csm11
soep-is,soep-is-2012-haupt,csm12,0,0 Does not apply at all,0 trifft überhaupt nicht zu,2142,csm12
soep-is,soep-is-2012-haupt,csm12,1,1,1,2143,csm12
soep-is,soep-is-2012-haupt,csm12,2,2,2,2144,csm12
soep-is,soep-is-2012-haupt,csm12,3,3,3,2145,csm12
soep-is,soep-is-2012-haupt,csm12,4,4,4,2146,csm12
soep-is,soep-is-2012-haupt,csm12,5,5,5,2147,csm12
soep-is,soep-is-2012-haupt,csm12,6,6,6,2148,csm12
soep-is,soep-is-2012-haupt,csm12,7,7,7,2149,csm12
soep-is,soep-is-2012-haupt,csm12,8,8,8,2150,csm12
soep-is,soep-is-2012-haupt,csm12,9,9,9,2151,csm12
soep-is,soep-is-2012-haupt,csm12,10,10 Fully applies,10 trifft voll und ganz zu,2152,csm12
soep-is,soep-is-2012-haupt,csm12,-1,No answer,Kein Angabe,2153,csm12
soep-is,soep-is-2012-haupt,csm05,1,Ja,Yes,2154,csm05
soep-is,soep-is-2012-haupt,csm05,2,"Nein, gab nichts dergleichen  ","No, there was nothing like that",2155,csm05
soep-is,soep-is-2012-haupt,csm05,-1,No answer,Kein Angabe,2156,csm05
soep-is,soep-is-2012-haupt,csm06,1,positive,positiv,2157,csm06
soep-is,soep-is-2012-haupt,csm06,2,neutral,neutral,2158,csm06
soep-is,soep-is-2012-haupt,csm06,3,negative,negativ,2159,csm06
soep-is,soep-is-2012-haupt,csm07,0,0 Not at all,0 Überhaupt nicht,2160,csm07
soep-is,soep-is-2012-haupt,csm07,1,1,1,2161,csm07
soep-is,soep-is-2012-haupt,csm07,2,2,2,2162,csm07
soep-is,soep-is-2012-haupt,csm07,3,3,3,2163,csm07
soep-is,soep-is-2012-haupt,csm07,4,4,4,2164,csm07
soep-is,soep-is-2012-haupt,csm07,5,5,5,2165,csm07
soep-is,soep-is-2012-haupt,csm07,6,6,6,2166,csm07
soep-is,soep-is-2012-haupt,csm07,7,7,7,2167,csm07
soep-is,soep-is-2012-haupt,csm07,8,8,8,2168,csm07
soep-is,soep-is-2012-haupt,csm07,9,9,9,2169,csm07
soep-is,soep-is-2012-haupt,csm07,10,10 Absolutely,10 Voll und ganz,2170,csm07
soep-is,soep-is-2012-haupt,csm07,-1,No answer,Kein Angabe,2171,csm07
soep-is,soep-is-2012-haupt,csm08,0,0 Does not apply at all,0 trifft überhaupt nicht zu,2172,csm08
soep-is,soep-is-2012-haupt,csm08,1,1,1,2173,csm08
soep-is,soep-is-2012-haupt,csm08,2,2,2,2174,csm08
soep-is,soep-is-2012-haupt,csm08,3,3,3,2175,csm08
soep-is,soep-is-2012-haupt,csm08,4,4,4,2176,csm08
soep-is,soep-is-2012-haupt,csm08,5,5,5,2177,csm08
soep-is,soep-is-2012-haupt,csm08,6,6,6,2178,csm08
soep-is,soep-is-2012-haupt,csm08,7,7,7,2179,csm08
soep-is,soep-is-2012-haupt,csm08,8,8,8,2180,csm08
soep-is,soep-is-2012-haupt,csm08,9,9,9,2181,csm08
soep-is,soep-is-2012-haupt,csm08,10,10 Fully applies,10 trifft voll und ganz zu,2182,csm08
soep-is,soep-is-2012-haupt,csm08,-1,No answer,Kein Angabe,2183,csm08
soep-is,soep-is-2012-haupt,csm01,1,Ja,Yes,2184,csm01
soep-is,soep-is-2012-haupt,csm01,2,"Nein, gab nichts dergleichen  ","No, there was nothing like that",2185,csm01
soep-is,soep-is-2012-haupt,csm01,-1,No answer,Kein Angabe,2186,csm01
soep-is,soep-is-2012-haupt,csm02,1,positive,positiv,2187,csm02
soep-is,soep-is-2012-haupt,csm02,2,neutral,neutral,2188,csm02
soep-is,soep-is-2012-haupt,csm02,3,negative,negativ,2189,csm02
soep-is,soep-is-2012-haupt,csm02,-1,No answer,Kein Angabe,2190,csm02
soep-is,soep-is-2012-haupt,csm03,0,0 Not at all,0 Überhaupt nicht,2191,csm03
soep-is,soep-is-2012-haupt,csm03,1,1,1,2192,csm03
soep-is,soep-is-2012-haupt,csm03,2,2,2,2193,csm03
soep-is,soep-is-2012-haupt,csm03,3,3,3,2194,csm03
soep-is,soep-is-2012-haupt,csm03,4,4,4,2195,csm03
soep-is,soep-is-2012-haupt,csm03,5,5,5,2196,csm03
soep-is,soep-is-2012-haupt,csm03,6,6,6,2197,csm03
soep-is,soep-is-2012-haupt,csm03,7,7,7,2198,csm03
soep-is,soep-is-2012-haupt,csm03,8,8,8,2199,csm03
soep-is,soep-is-2012-haupt,csm03,9,9,9,2200,csm03
soep-is,soep-is-2012-haupt,csm03,10,10 Absolutely,10 Voll und ganz,2201,csm03
soep-is,soep-is-2012-haupt,csm03,-1,No answer,Kein Angabe,2202,csm03
soep-is,soep-is-2012-haupt,csm04,0,0 Does not apply at all,0 trifft überhaupt nicht zu,2203,csm04
soep-is,soep-is-2012-haupt,csm04,1,1,1,2204,csm04
soep-is,soep-is-2012-haupt,csm04,2,2,2,2205,csm04
soep-is,soep-is-2012-haupt,csm04,3,3,3,2206,csm04
soep-is,soep-is-2012-haupt,csm04,4,4,4,2207,csm04
soep-is,soep-is-2012-haupt,csm04,5,5,5,2208,csm04
soep-is,soep-is-2012-haupt,csm04,6,6,6,2209,csm04
soep-is,soep-is-2012-haupt,csm04,7,7,7,2210,csm04
soep-is,soep-is-2012-haupt,csm04,8,8,8,2211,csm04
soep-is,soep-is-2012-haupt,csm04,9,9,9,2212,csm04
soep-is,soep-is-2012-haupt,csm04,10,10 Fully applies,10 trifft voll und ganz zu,2213,csm04
soep-is,soep-is-2012-haupt,csm04,-1,No answer,Kein Angabe,2214,csm04
soep-is,soep-is-2012-haupt,q2drm,1,On the way to work/ study or way home from there,Auf dem Weg zur Arbeit / Studium oder von dort nach Hause,2215,q2drm
soep-is,soep-is-2012-haupt,q2drm,2,"Way to spare time activity, way back home",Auf dem Weg zur Freizeitaktivität oder von dort nach Hause,2216,q2drm
soep-is,soep-is-2012-haupt,q2drm,3,Working / studying,Arbeiten / Studieren,2217,q2drm
soep-is,soep-is-2012-haupt,q2drm,4,Shopping,Einkaufen,2218,q2drm
soep-is,soep-is-2012-haupt,q2drm,5,Preparing food,Essen zubereiten,2219,q2drm
soep-is,soep-is-2012-haupt,q2drm,6,Eating,Essen,2220,q2drm
soep-is,soep-is-2012-haupt,q2drm,7,Washing / showering / bathing / brushing teeth / dressing oneself / getting ready,Waschen / Duschen / Baden / Zähne putzen / Anziehen / Sich fertig machen,2221,q2drm
soep-is,soep-is-2012-haupt,q2drm,8,Doing housework,Hausarbeit erledigen,2222,q2drm
soep-is,soep-is-2012-haupt,q2drm,9,"Taking care of children, taking them to school, activities",Kind(er) betreuen / auch bringen oder abholen der Kinder zur Schule oder Freizeitaktivität,2223,q2drm
soep-is,soep-is-2012-haupt,q2drm,10,Meet friends,Mit Freunden treffen,2224,q2drm
soep-is,soep-is-2012-haupt,q2drm,11,"Resting, taking a nap",Ausruhen / ein Nickerchen machen,2225,q2drm
soep-is,soep-is-2012-haupt,q2drm,12,Relaxing,Entspannen,2226,q2drm
soep-is,soep-is-2012-haupt,q2drm,13,Intimate relations,Intime Beziehungen,2227,q2drm
soep-is,soep-is-2012-haupt,q2drm,14,"Worship, meditation","Beten, Gottesdienst besuchen, Meditieren",2228,q2drm
soep-is,soep-is-2012-haupt,q2drm,15,Watching TV,Fernsehen,2229,q2drm
soep-is,soep-is-2012-haupt,q2drm,16,Reading,Lesen,2230,q2drm
soep-is,soep-is-2012-haupt,q2drm,17,Computer/ internet,Beschäftigung mit Computer oder Internet,2231,q2drm
soep-is,soep-is-2012-haupt,q2drm,18,On the phone,Telefonieren,2232,q2drm
soep-is,soep-is-2012-haupt,q2drm,19,Doing sports,Sport treiben,2233,q2drm
soep-is,soep-is-2012-haupt,q2drm,20,Doctor visits,Arztbesuch,2234,q2drm
soep-is,soep-is-2012-haupt,q2drm,21,Gardening,Gartenarbeit,2235,q2drm
soep-is,soep-is-2012-haupt,q2drm,22,Taking care of pets,"Beschäftigung mit Haustieren (Füttern, Spielen, Gassi gehen etc.)",2236,q2drm
soep-is,soep-is-2012-haupt,q2drm,23,"Other activity, namely:",Andere Aktivitäten (bitte angeben),2237,q2drm
soep-is,soep-is-2012-haupt,q2drm,24,End of the day: beginning of the night rest or 12am.,Ende des Tages: Beginn der Nachtruhe  bzw. 24 Uhr,2238,q2drm
soep-is,soep-is-2012-haupt,q5drm,1,Yes,Ja,2239,q5drm
soep-is,soep-is-2012-haupt,q5drm,2,No,Nein,2240,q5drm
soep-is,soep-is-2012-haupt,q6drm,1,On the way to work/ study or way home from there,Auf dem Weg zur Arbeit / Studium oder von dort nach Hause,2241,q6drm
soep-is,soep-is-2012-haupt,q6drm,2,"Way to spare time activity, way back home",Auf dem Weg zur Freizeitaktivität oder von dort nach Hause,2242,q6drm
soep-is,soep-is-2012-haupt,q6drm,3,Working / studying,Arbeiten / Studieren,2243,q6drm
soep-is,soep-is-2012-haupt,q6drm,4,Shopping,Einkaufen,2244,q6drm
soep-is,soep-is-2012-haupt,q6drm,5,Preparing food,Essen zubereiten,2245,q6drm
soep-is,soep-is-2012-haupt,q6drm,6,Eating,Essen,2246,q6drm
soep-is,soep-is-2012-haupt,q6drm,7,Washing / showering / bathing / brushing teeth / dressing oneself / getting ready,Waschen / Duschen / Baden / Zähne putzen / Anziehen / Sich fertig machen,2247,q6drm
soep-is,soep-is-2012-haupt,q6drm,8,Doing housework,Hausarbeit erledigen,2248,q6drm
soep-is,soep-is-2012-haupt,q6drm,9,"Taking care of children, taking them to school, activities",Kind(er) betreuen / auch bringen oder abholen der Kinder zur Schule oder Freizeitaktivität,2249,q6drm
soep-is,soep-is-2012-haupt,q6drm,10,Meet friends,Mit Freunden treffen,2250,q6drm
soep-is,soep-is-2012-haupt,q6drm,11,"Resting, taking a nap",Ausruhen / ein Nickerchen machen,2251,q6drm
soep-is,soep-is-2012-haupt,q6drm,12,Relaxing,Entspannen,2252,q6drm
soep-is,soep-is-2012-haupt,q6drm,13,Intimate relations,Intime Beziehungen,2253,q6drm
soep-is,soep-is-2012-haupt,q6drm,14,"Worship, meditation","Beten, Gottesdienst besuchen, Meditieren",2254,q6drm
soep-is,soep-is-2012-haupt,q6drm,15,Watching TV,Fernsehen,2255,q6drm
soep-is,soep-is-2012-haupt,q6drm,16,Reading,Lesen,2256,q6drm
soep-is,soep-is-2012-haupt,q6drm,17,Computer/ internet,Beschäftigung mit Computer oder Internet,2257,q6drm
soep-is,soep-is-2012-haupt,q6drm,18,On the phone,Telefonieren,2258,q6drm
soep-is,soep-is-2012-haupt,q6drm,19,Doing sports,Sport treiben,2259,q6drm
soep-is,soep-is-2012-haupt,q6drm,20,Doctor visits,Arztbesuch,2260,q6drm
soep-is,soep-is-2012-haupt,q6drm,21,Gardening,Gartenarbeit,2261,q6drm
soep-is,soep-is-2012-haupt,q6drm,22,Taking care of pets,"Beschäftigung mit Haustieren (Füttern, Spielen, Gassi gehen etc.)",2262,q6drm
soep-is,soep-is-2012-haupt,q6drm,23,"Other activity, namely:",Andere Aktivitäten (bitte angeben),2263,q6drm
soep-is,soep-is-2012-haupt,q9drm,1,rather pleasant,eher angenehm,2264,q9drm
soep-is,soep-is-2012-haupt,q9drm,2,rather unpleasant,eher unangenehm,2265,q9drm
soep-is,soep-is-2012-haupt,q9drm,-1,No answer,Kein Angabe,2266,q9drm
soep-is,soep-is-2012-haupt,q10drm,1,At home,Zu Hause,2267,q10drm
soep-is,soep-is-2012-haupt,q10drm,2,At work,Auf der Arbeit,2268,q10drm
soep-is,soep-is-2012-haupt,q10drm,3,Somewhere else,Woanders,2269,q10drm
soep-is,soep-is-2012-haupt,q10drm,-1,No answer,Kein Angabe,2270,q10drm
soep-is,soep-is-2012-haupt,q12drm,1,1 Not at all,Gar nicht 1,2271,q12drm
soep-is,soep-is-2012-haupt,q12drm,2,2,2,2272,q12drm
soep-is,soep-is-2012-haupt,q12drm,3,3,3,2273,q12drm
soep-is,soep-is-2012-haupt,q12drm,4,4,4,2274,q12drm
soep-is,soep-is-2012-haupt,q12drm,5,5,5,2275,q12drm
soep-is,soep-is-2012-haupt,q12drm,6,6,6,2276,q12drm
soep-is,soep-is-2012-haupt,q12drm,7,7 Very strongly,Sehr stark 7,2277,q12drm
soep-is,soep-is-2012-haupt,q12drm,-1,No answer,Kein Angabe,2278,q12drm
soep-is,soep-is-2012-haupt,eb-drm2,1,Yes,Ja,2279,eb-drm2
soep-is,soep-is-2012-haupt,eb-drm2,2,"No, no explanation","Nein, keine Erläuterungen",2280,eb-drm2
soep-is,soep-is-2012-haupt,lvm,1,"Yes, both","Ja, beide",2281,lvm
soep-is,soep-is-2012-haupt,lvm,2,Father only,Nur der Vater,2282,lvm
soep-is,soep-is-2012-haupt,lvm,3,Mother only,Nur die Mutter,2283,lvm
soep-is,soep-is-2012-haupt,lvm,4,"No, both not","Nein, beide nicht",2284,lvm
soep-is,soep-is-2012-haupt,lv03a,1,Yes,Ja,2285,lv03a
soep-is,soep-is-2012-haupt,lv03a,2,No,Nein,2286,lv03a
soep-is,soep-is-2012-haupt,lv03a,-1,No answer,Kein Angabe,2287,lv03a
soep-is,soep-is-2012-haupt,lv04,1,Yes,Ja,2288,lv04
soep-is,soep-is-2012-haupt,lv04,2,No,Nein,2289,lv04
soep-is,soep-is-2012-haupt,lv04,-1,No answer,Kein Angabe,2290,lv04
soep-is,soep-is-2012-haupt,lv05,1,None,Keinen Schulabschluss,2291,lv05
soep-is,soep-is-2012-haupt,lv05,2,Lower track (Volksschule / Hauptschule / 8th grade GDR),Volks- oder Hauptschulabschluss; DDR: 8. Klasse POS,2292,lv05
soep-is,soep-is-2012-haupt,lv05,3,Intermediate track (Mittlere Reife / Realschule / 10th grade GDR),"Mittlere Reife, Realschulabschluss; DDR: 10. Klasse POS",2293,lv05
soep-is,soep-is-2012-haupt,lv05,4,Upper track (Abitur / Hochschulreife / EOS),"Abitur, Hochschulreife; DDR: EOS",2294,lv05
soep-is,soep-is-2012-haupt,lv05,5,Other type of school,Anderen Schulabschluss,2295,lv05
soep-is,soep-is-2012-haupt,lv05,6,Don't know,Weiß nicht,2296,lv05
soep-is,soep-is-2012-haupt,lv05,-1,No answer,Kein Angabe,2297,lv05
soep-is,soep-is-2012-haupt,lv06,1,"Yes, vocational training","Ja, berufliche Ausbildung",2298,lv06
soep-is,soep-is-2012-haupt,lv06,2,"Yes, university degree","Ja, Hochschulstudium",2299,lv06
soep-is,soep-is-2012-haupt,lv06,3,"No, he did not complete training or a university degree","Nein, keine abgeschlossene Ausbildung",2300,lv06
soep-is,soep-is-2012-haupt,lv06,4,Don't know,Weiß nicht,2301,lv06
soep-is,soep-is-2012-haupt,lv06,-1,No answer,Kein Angabe,2302,lv06
soep-is,soep-is-2012-haupt,lv12,1,"Blue-collar worker, also in agriculture","Arbeiter, auch in der Landwirtschaft",2303,lv12
soep-is,soep-is-2012-haupt,lv12,2,White-collar worker,Angestellter,2304,lv12
soep-is,soep-is-2012-haupt,lv12,3,Civil servant or public administration employee (including judges and professional soldiers),Beamter einschließlich Richter und Berufssoldat,2305,lv12
soep-is,soep-is-2012-haupt,lv12,4,Self-employed (also those working for a self-employed family member),Selbständiger beziehungsweise mithelfender Familienangehöriger,2306,lv12
soep-is,soep-is-2012-haupt,lv12,5,Was not employed,War nicht erwerbstätig,2307,lv12
soep-is,soep-is-2012-haupt,lv12,6,Was deceased,War verstorben,2308,lv12
soep-is,soep-is-2012-haupt,lv12,7,Don't know,Weiß nicht,2309,lv12
soep-is,soep-is-2012-haupt,lv12,-1,No answer,Kein Angabe,2310,lv12
soep-is,soep-is-2012-haupt,lv08,1,Unskilled worker (ungelernt),Ungelernter Arbeiter,2311,lv08
soep-is,soep-is-2012-haupt,lv08,2,Semi-skilled worker (angelernt),Angelernter Arbeiter,2312,lv08
soep-is,soep-is-2012-haupt,lv08,3,Trained worker (gelernter Arbeiter) or skilled worker (Facharbeiter),Gelernter und Facharbeiter,2313,lv08
soep-is,soep-is-2012-haupt,lv08,4,Foreman / forewoman (Vorarbeiter / KolonnenfÃ¼hrer),"Vorarbeiter, Kolonnenführer",2314,lv08
soep-is,soep-is-2012-haupt,lv08,5,Master craftsperson (Meister / Polierer),"Meister, Polier",2315,lv08
soep-is,soep-is-2012-haupt,lv08,6,Don't know,Weiß nicht,2316,lv08
soep-is,soep-is-2012-haupt,lv08,-1,No answer,Kein Angabe,2317,lv08
soep-is,soep-is-2012-haupt,lv09,1,"Industry or factory foreman / forewoman (Industriemeister, Werkmeister) in a salaried position",Industrie- und Werkmeister im Angestelltenverhältnis,2318,lv09
soep-is,soep-is-2012-haupt,lv09,2,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) without completed training/education,Angestellter mit einfacher Tätigkeit - ohne Ausbildungsabschluss,2319,lv09
soep-is,soep-is-2012-haupt,lv09,3,Salaried employee engaged in unskilled activities (Angestellter mit einfacher Tätigkeit) with completed training/education,Angestellter mit einfacher Tätigkeit - mit Ausbildungsabschluss,2320,lv09
soep-is,soep-is-2012-haupt,lv09,4,"Salaried employee engaged in skilled activities (Angestellter mit qualifizierter Tätigkeit) (e.g., executive officer, bookkeeper, technical draftsperson)","Angestellter mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)",2321,lv09
soep-is,soep-is-2012-haupt,lv09,5,"Salaried employee engaged in highly skilled activities (Angestellter mit hochqualifizierter Tätigkeit) or managerial functions (e.g., scientist, engineer, department head)","Angestellter mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)",2322,lv09
soep-is,soep-is-2012-haupt,lv09,6,"Salaried employee with extensive managerial duties (Angestellter mit umfassenden Führungsaufgaben) (e.g., managing director, head of a large firm or association)","Angestellter mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)",2323,lv09
