study,questionnaire,answer_list,value,label,label_de,,
soep-is,soep-is-2012-haupt,mspr,24,Hungarian,Ungarisch,1593,mspr
soep-is,soep-is-2012-haupt,mspr,25,Other,Sonstige,1594,mspr
soep-is,soep-is-2012-haupt,fspr2,1,1 basic knowledge,1 Grundkenntnisse,1595,fspr2
soep-is,soep-is-2012-haupt,fspr2,2,2,2,1596,fspr2
soep-is,soep-is-2012-haupt,fspr2,3,3,3,1597,fspr2
soep-is,soep-is-2012-haupt,fspr2,4,4,4,1598,fspr2
soep-is,soep-is-2012-haupt,fspr2,5,5 very high language level,5 sehr hohes Sprachniveau,1599,fspr2
soep-is,soep-is-2012-haupt,fspr2,-1,No answer,Keine Angabe,1600,fspr2
soep-is,soep-is-2012-haupt,fspr4,1,Never,nie,1601,fspr4
soep-is,soep-is-2012-haupt,fspr4,2,Rarely,selten,1602,fspr4
soep-is,soep-is-2012-haupt,fspr4,3,Sometimes,manchmal,1603,fspr4
soep-is,soep-is-2012-haupt,fspr4,4,Often ,oft,1604,fspr4
soep-is,soep-is-2012-haupt,fspr4,5,Always,immer,1605,fspr4
soep-is,soep-is-2012-haupt,fspr4,-1,No answer,Keine Angabe,1606,fspr4
soep-is,soep-is-2012-haupt,fspr5,1,Never,nie,1607,fspr5
soep-is,soep-is-2012-haupt,fspr5,2,Rarely,selten,1608,fspr5
soep-is,soep-is-2012-haupt,fspr5,3,Sometimes,manchmal,1609,fspr5
soep-is,soep-is-2012-haupt,fspr5,4,Often ,oft,1610,fspr5
soep-is,soep-is-2012-haupt,fspr5,5,Always,immer,1611,fspr5
soep-is,soep-is-2012-haupt,fspr5,-1,No answer,Keine Angabe,1612,fspr5
soep-is,soep-is-2012-haupt,fspr6,1,Never,nie,1613,fspr6
soep-is,soep-is-2012-haupt,fspr6,2,Rarely,selten,1614,fspr6
soep-is,soep-is-2012-haupt,fspr6,3,Sometimes,manchmal,1615,fspr6
soep-is,soep-is-2012-haupt,fspr6,4,Often ,oft,1616,fspr6
soep-is,soep-is-2012-haupt,fspr6,5,Always,immer,1617,fspr6
soep-is,soep-is-2012-haupt,fspr6,-1,No answer,Keine Angabe,1618,fspr6
soep-is,soep-is-2012-haupt,pp1a,1,Yes,Ja,1619,pp1a
soep-is,soep-is-2012-haupt,pp1a,2,No,Nein,1620,pp1a
soep-is,soep-is-2012-haupt,pp1a,-1,No answer,Keine Angabe,1621,pp1a
soep-is,soep-is-2012-haupt,pp2a,1,Yes,Ja,1622,pp2a
soep-is,soep-is-2012-haupt,pp2a,2,No,Nein,1623,pp2a
soep-is,soep-is-2012-haupt,pp2a,-1,No answer,Keine Angabe,1624,pp2a
soep-is,soep-is-2012-haupt,ppleba,1,Yes,Ja,1625,ppleba
soep-is,soep-is-2012-haupt,ppleba,2,No,Nein,1626,ppleba
soep-is,soep-is-2012-haupt,ppleba,-1,No answer,Keine Angabe,1627,ppleba
soep-is,soep-is-2012-haupt,pehe1a,1,"Yes, I'm married to this partner","Ja, ich bin mit diesem Partner/dieser Partnerin verheiratet",1628,pehe1a
soep-is,soep-is-2012-haupt,pehe1a,2,"Yes, I live in a same-sex civil union with this partner","Ja, ich leben mit diesem Partner/dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft",1629,pehe1a
soep-is,soep-is-2012-haupt,pehe1a,3,No,Nein,1630,pehe1a
soep-is,soep-is-2012-haupt,pehe1a,-1,No answer,Keine Angabe,1631,pehe1a
soep-is,soep-is-2012-haupt,pp1b,1,Yes,Ja,1632,pp1b
soep-is,soep-is-2012-haupt,pp1b,2,No,Nein,1633,pp1b
soep-is,soep-is-2012-haupt,pp1b,-1,No answer,Keine Angabe,1634,pp1b
soep-is,soep-is-2012-haupt,ppend2b,1,Separation,durch Trennung,1635,ppend2b
soep-is,soep-is-2012-haupt,ppend2b,2,Death,durch Tod,1636,ppend2b
soep-is,soep-is-2012-haupt,ppend2b,-1,No answer,Keine Angabe,1637,ppend2b
soep-is,soep-is-2012-haupt,ppleb1b,1,Yes,Ja,1638,ppleb1b
soep-is,soep-is-2012-haupt,ppleb1b,2,No,Nein,1639,ppleb1b
soep-is,soep-is-2012-haupt,ppleb1b,-1,No answer,Keine Angabe,1640,ppleb1b
soep-is,soep-is-2012-haupt,pehe1b,1,"Yes, I have been married to this partner","Ja, ich war mit diesem Partner / dieser Partnerin verheiratet",1641,pehe1b
soep-is,soep-is-2012-haupt,pehe1b,2,"Yes, I live in a same-sex civil union with this partner","Ja, ich lebte damals mit diesem Partner / dieser Partnerin in einer eingetragenen gleichgeschlechtlichen Partnerschaft",1642,pehe1b
soep-is,soep-is-2012-haupt,pehe1b,3,No,Nein,1643,pehe1b
soep-is,soep-is-2012-haupt,pehe1b,-1,No answer,Keine Angabe,1644,pehe1b
soep-is,soep-is-2012-haupt,pehe3b,1,Yes,Ja,1645,pehe3b
soep-is,soep-is-2012-haupt,pehe3b,2,No,Nein,1646,pehe3b
soep-is,soep-is-2012-haupt,pehe3b,-1,No answer,Keine Angabe,1647,pehe3b
soep-is,soep-is-2012-haupt,pehe1e,1,"Yes, I was married before","Ja, habe vorher geheiratet",1648,pehe1e
soep-is,soep-is-2012-haupt,pehe1e,2,"Yes, I lived in a same-sex civil union before","Ja, bin vorher eine eingetragene gleichgeschlechtliche Partnerschaft eingegangen",1649,pehe1e
soep-is,soep-is-2012-haupt,pehe1e,3,No,Nein,1650,pehe1e
soep-is,soep-is-2012-haupt,pehe1e,-1,No answer,Keine Angabe,1651,pehe1e
soep-is,soep-is-2012-haupt,pehe5e,1,Yes,Ja,1652,pehe5e
soep-is,soep-is-2012-haupt,pehe5e,2,No,Nein,1653,pehe5e
soep-is,soep-is-2012-haupt,pehe5e,-1,No answer,Keine Angabe,1654,pehe5e
soep-is,soep-is-2012-haupt,pehe7e,1,Separation,Durch Trennung,1655,pehe7e
soep-is,soep-is-2012-haupt,pehe7e,2,Death,Durch Tod,1656,pehe7e
soep-is,soep-is-2012-haupt,pehe7e,-1,No answer,Keine Angabe,1657,pehe7e
soep-is,soep-is-2012-haupt,lgesch1,1,Yes,Ja,1658,lgesch1
soep-is,soep-is-2012-haupt,lgesch1,2,No,Nein,1659,lgesch1
soep-is,soep-is-2012-haupt,lwied,1,"In East Germany, including East-Berlin","In der DDR, einschließlich Ostberlin",1660,lwied
soep-is,soep-is-2012-haupt,lwied,2,"In West Germany, including West-Berlin","In der Bundesrepublik, einschließlich Westberlin",1661,lwied
soep-is,soep-is-2012-haupt,lwied,3,In another country,In einem anderen Land,1662,lwied
soep-is,soep-is-2012-haupt,lwied,-1,No answer,Keine Angabe,1663,lwied
soep-is,soep-is-2012-haupt,l2wohn1,1,Yes,Ja,1664,l2wohn1
soep-is,soep-is-2012-haupt,l2wohn1,2,No,Nein,1665,l2wohn1
soep-is,soep-is-2012-haupt,l2wohn1,-1,No answer,Keine Angabe,1666,l2wohn1
soep-is,soep-is-2012-haupt,l2wohn3,1,This one,Diese hier,1667,l2wohn3
soep-is,soep-is-2012-haupt,l2wohn3,2,The other one,Die andere,1668,l2wohn3
soep-is,soep-is-2012-haupt,l2wohn3,3,They're approximately equal,Beide Wohnungen etwa zu gleichen Teilen,1669,l2wohn3
soep-is,soep-is-2012-haupt,l2wohn3,-1,No answer,Keine Angabe,1670,l2wohn3
soep-is,soep-is-2012-haupt,k x,1,Child still lives in household,Kind lebt noch im Haushalt ,1671,k x
soep-is,soep-is-2012-haupt,k x,2,Child does not live in household anymore,Kind lebt nicht mehr im Haushalt ,1672,k x
soep-is,soep-is-2012-haupt,hkind,1,Yes,Ja,1673,hkind
soep-is,soep-is-2012-haupt,hkind,2,No,Nein,1674,hkind
soep-is,soep-is-2012-haupt,hkind,-1,No answer,Keine Angabe,1675,hkind
soep-is,soep-is-2012-haupt,hksex,1,male,m,1676,hksex
soep-is,soep-is-2012-haupt,hksex,2,female,w,1677,hksex
soep-is,soep-is-2012-haupt,pbet,1,Answer questions on the child,Fragen zum Kind beantworten,1678,pbet
soep-is,soep-is-2012-haupt,pbet,2,Skip questions on the child,Fragen zum Kind überspringen,1679,pbet
soep-is,soep-is-2012-haupt,pbet,-1,No answer,Keine Angabe,1680,pbet
soep-is,soep-is-2012-haupt,aunt,1,U1,U1,1681,aunt
soep-is,soep-is-2012-haupt,aunt,2,U2,U2,1682,aunt
soep-is,soep-is-2012-haupt,aunt,3,U3,U3,1683,aunt
soep-is,soep-is-2012-haupt,aunt,4,U4,U4,1684,aunt
soep-is,soep-is-2012-haupt,aunt,5,U5,U5,1685,aunt
soep-is,soep-is-2012-haupt,aunt,6,U6,U6,1686,aunt
soep-is,soep-is-2012-haupt,aunt,7,U7,U7,1687,aunt
soep-is,soep-is-2012-haupt,aunt,8,U8,U8,1688,aunt
soep-is,soep-is-2012-haupt,aunt,9,U9,U9,1689,aunt
soep-is,soep-is-2012-haupt,aunt,10,There was none of these screenings conducted,Es wurde keine dieser Untersuchungen durchgeführt,1690,aunt
soep-is,soep-is-2012-haupt,aunt,-1,No answer,Keine Angabe,1691,aunt
soep-is,soep-is-2012-haupt,astor,1,"Yes, at the U-screening","Ja, bei der U-Untersuchung ",1692,astor
soep-is,soep-is-2012-haupt,astor,2,"Yes, at anonther emdical examination","Ja, bei einer anderen Untersuchung",1693,astor
soep-is,soep-is-2012-haupt,astor,3,No,Nein,1694,astor
soep-is,soep-is-2012-haupt,astor,-1,No answer,Keine Angabe,1695,astor
soep-is,soep-is-2012-haupt,aein1,1,Yes,Ja,1696,aein1
soep-is,soep-is-2012-haupt,aein1,2,No,Nein,1697,aein1
soep-is,soep-is-2012-haupt,aein1,-1,No answer,Keine Angabe,1698,aein1
soep-is,soep-is-2012-haupt,bein1,1,Yes,Ja,1699,bein1
soep-is,soep-is-2012-haupt,bein1,2,No,Nein,1700,bein1
soep-is,soep-is-2012-haupt,bein1,-1,No answer,Keine Angabe,1701,bein1
soep-is,soep-is-2012-haupt,bstor,1,Yes,Ja,1702,bstor
soep-is,soep-is-2012-haupt,bstor,2,No,Nein,1703,bstor
soep-is,soep-is-2012-haupt,bstor,-1,No answer,Keine Angabe,1704,bstor
soep-is,soep-is-2012-haupt,bver x,1,1 doesn't apply at all,1 Trifft überhaupt nicht zu,1705,bver x
soep-is,soep-is-2012-haupt,bver x,2,,2,1706,bver x
soep-is,soep-is-2012-haupt,bver x,3,,3,1707,bver x
soep-is,soep-is-2012-haupt,bver x,4,,4,1708,bver x
soep-is,soep-is-2012-haupt,bver x,5,,5,1709,bver x
soep-is,soep-is-2012-haupt,bver x,6,,6,1710,bver x
soep-is,soep-is-2012-haupt,bver x,7,7 fully applies,7 Trifft voll und ganz zu,1711,bver x
soep-is,soep-is-2012-haupt,bver x,-1,No answer,Keine Angabe,1712,bver x
soep-is,soep-is-2012-haupt,bvergl1,1,… tends to be shy,… ist eher schüchtern,1713,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,2,2,2,1714,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,3,3,3,1715,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,4,4,4,1716,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,5,5,5,1717,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,6,6,6,1718,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,7,7,7,1719,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,8,8,8,1720,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,9,9,9,1721,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,10,10,10,1722,bvergl1
soep-is,soep-is-2012-haupt,bvergl1,11,... tends to be outgoing,... ist eher kontaktfreudig,1723,bvergl1
soep-is,soep-is-2012-haupt,bvergl2,1,... tends to be focused,... ist eher konzentriert,1724,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,2,2,2,1725,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,3,3,3,1726,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,4,4,4,1727,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,5,5,5,1728,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,6,6,6,1729,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,7,7,7,1730,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,8,8,8,1731,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,9,9,9,1732,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,10,10,10,1733,bvergl2
soep-is,soep-is-2012-haupt,bvergl2,11,... tends to be easily distracted,... ist eher leicht ablenkbar,1734,bvergl2
soep-is,soep-is-2012-haupt,bvergl3,1,... tends to be defiant,... ist eher trotzig,1735,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,2,2,2,1736,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,3,3,3,1737,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,4,4,4,1738,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,5,5,5,1739,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,6,6,6,1740,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,7,7,7,1741,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,8,8,8,1742,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,9,9,9,1743,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,10,10,10,1744,bvergl3
soep-is,soep-is-2012-haupt,bvergl3,11,... tends to be obedient ,... ist eher folgsam,1745,bvergl3
soep-is,soep-is-2012-haupt,bvergl4,1,... tends to be quick to understand ,... begreift eher schnell,1746,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,2,2,2,1747,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,3,3,3,1748,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,4,4,4,1749,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,5,5,5,1750,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,6,6,6,1751,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,7,7,7,1752,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,8,8,8,1753,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,9,9,9,1754,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,10,10,10,1755,bvergl4
soep-is,soep-is-2012-haupt,bvergl4,11,... needs more time,... braucht mehr Zeit,1756,bvergl4
soep-is,soep-is-2012-haupt,cein4 cein3,1,Does not attend school,Besucht keine Schule,1757,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,2,"Primary school, including transitional grades (Förderstufe)","Grundschule, inkl. Förderstufe",1758,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,3,Secondary General School (Hauptschule),Hauptschule,1759,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,4,Intermediate School (Realschule),Realschule,1760,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,5,Upper Secondary (Gymnasium),Gymnasium,1761,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,6,Comprehensive School (Gesamtschule),Gesamtschule,1762,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,7,Vocational School (Berufsschule),Berufsschule,1763,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,8,Other,Sonstige Schule,1764,cein4 cein3
soep-is,soep-is-2012-haupt,cein4 cein3,-1,No answer,Keine Angabe,1765,cein4 cein3
soep-is,soep-is-2012-haupt,cein9,1,Yes,Ja,1766,cein9
soep-is,soep-is-2012-haupt,cein9,2,No,Nein,1767,cein9
soep-is,soep-is-2012-haupt,cein9,-1,No answer,Keine Angabe,1768,cein9
soep-is,soep-is-2012-haupt,cein1,1,Yes,Ja,1769,cein1
soep-is,soep-is-2012-haupt,cein1,2,No,Nein,1770,cein1
soep-is,soep-is-2012-haupt,cein1,-1,No answer,Keine Angabe,1771,cein1
soep-is,soep-is-2012-haupt,cstor,1,Yes,Ja,1772,cstor
soep-is,soep-is-2012-haupt,cstor,2,No,Nein,1773,cstor
soep-is,soep-is-2012-haupt,cver x,1,1 Doesn't apply  at all,1 Trifft überhaupt nicht zu,1774,cver x
soep-is,soep-is-2012-haupt,cver x,2,2,2,1775,cver x
soep-is,soep-is-2012-haupt,cver x,3,3,3,1776,cver x
soep-is,soep-is-2012-haupt,cver x,4,4,4,1777,cver x
soep-is,soep-is-2012-haupt,cver x,5,5,5,1778,cver x
soep-is,soep-is-2012-haupt,cver x,6,6,6,1779,cver x
soep-is,soep-is-2012-haupt,cver x,7,7 fully applies,7 Trifft voll und ganz zu,1780,cver x
soep-is,soep-is-2012-haupt,cver x,-1,No answer,Keine Angabe,1781,cver x
soep-is,soep-is-2012-haupt,cverg01,1,... tends to be talkative,... ist eher gesprächig,1782,cverg01
soep-is,soep-is-2012-haupt,cverg01,2,2,2,1783,cverg01
soep-is,soep-is-2012-haupt,cverg01,3,3,3,1784,cverg01
soep-is,soep-is-2012-haupt,cverg01,4,4,4,1785,cverg01
soep-is,soep-is-2012-haupt,cverg01,5,5,5,1786,cverg01
soep-is,soep-is-2012-haupt,cverg01,6,6,6,1787,cverg01
soep-is,soep-is-2012-haupt,cverg01,7,7,7,1788,cverg01
soep-is,soep-is-2012-haupt,cverg01,8,8,8,1789,cverg01
soep-is,soep-is-2012-haupt,cverg01,9,9,9,1790,cverg01
soep-is,soep-is-2012-haupt,cverg01,10,10,10,1791,cverg01
soep-is,soep-is-2012-haupt,cverg01,11,... tends to be quiet,... ist eher still,1792,cverg01
soep-is,soep-is-2012-haupt,cverg02,1,... is messy,... ist unordentlich,1793,cverg02
soep-is,soep-is-2012-haupt,cverg02,2,2,2,1794,cverg02
soep-is,soep-is-2012-haupt,cverg02,3,3,3,1795,cverg02
soep-is,soep-is-2012-haupt,cverg02,4,4,4,1796,cverg02
soep-is,soep-is-2012-haupt,cverg02,5,5,5,1797,cverg02
soep-is,soep-is-2012-haupt,cverg02,6,6,6,1798,cverg02
soep-is,soep-is-2012-haupt,cverg02,7,7,7,1799,cverg02
soep-is,soep-is-2012-haupt,cverg02,8,8,8,1800,cverg02
soep-is,soep-is-2012-haupt,cverg02,9,9,9,1801,cverg02
soep-is,soep-is-2012-haupt,cverg02,10,10,10,1802,cverg02
soep-is,soep-is-2012-haupt,cverg02,11,... is neat,... ist ordentlich,1803,cverg02
soep-is,soep-is-2012-haupt,cverg03,1,... is good-natured ,... ist gutmütig,1804,cverg03
soep-is,soep-is-2012-haupt,cverg03,2,2,2,1805,cverg03
soep-is,soep-is-2012-haupt,cverg03,3,3,3,1806,cverg03
soep-is,soep-is-2012-haupt,cverg03,4,4,4,1807,cverg03
soep-is,soep-is-2012-haupt,cverg03,5,5,5,1808,cverg03
soep-is,soep-is-2012-haupt,cverg03,6,6,6,1809,cverg03
soep-is,soep-is-2012-haupt,cverg03,7,7,7,1810,cverg03
soep-is,soep-is-2012-haupt,cverg03,8,8,8,1811,cverg03
soep-is,soep-is-2012-haupt,cverg03,9,9,9,1812,cverg03
soep-is,soep-is-2012-haupt,cverg03,10,10,10,1813,cverg03
soep-is,soep-is-2012-haupt,cverg03,11,... is irritable,... ist leicht reizbar,1814,cverg03
soep-is,soep-is-2012-haupt,cverg04,1,... tends to be disinterested ,... ist wenig interressiert,1815,cverg04
soep-is,soep-is-2012-haupt,cverg04,2,2,2,1816,cverg04
soep-is,soep-is-2012-haupt,cverg04,3,3,3,1817,cverg04
soep-is,soep-is-2012-haupt,cverg04,4,4,4,1818,cverg04
soep-is,soep-is-2012-haupt,cverg04,5,5,5,1819,cverg04
soep-is,soep-is-2012-haupt,cverg04,6,6,6,1820,cverg04
soep-is,soep-is-2012-haupt,cverg04,7,7,7,1821,cverg04
soep-is,soep-is-2012-haupt,cverg04,8,8,8,1822,cverg04
soep-is,soep-is-2012-haupt,cverg04,9,9,9,1823,cverg04
soep-is,soep-is-2012-haupt,cverg04,10,10,10,1824,cverg04
soep-is,soep-is-2012-haupt,cverg04,11,... is hungry for knowledge ,... ist wissensdurstig,1825,cverg04
soep-is,soep-is-2012-haupt,cverg05,1,... has self-confidence ,... hat Selbstvertrauen,1826,cverg05
soep-is,soep-is-2012-haupt,cverg05,2,2,2,1827,cverg05
soep-is,soep-is-2012-haupt,cverg05,3,3,3,1828,cverg05
soep-is,soep-is-2012-haupt,cverg05,4,4,4,1829,cverg05
soep-is,soep-is-2012-haupt,cverg05,5,5,5,1830,cverg05
soep-is,soep-is-2012-haupt,cverg05,6,6,6,1831,cverg05
soep-is,soep-is-2012-haupt,cverg05,7,7,7,1832,cverg05
soep-is,soep-is-2012-haupt,cverg05,8,8,8,1833,cverg05
soep-is,soep-is-2012-haupt,cverg05,9,9,9,1834,cverg05
soep-is,soep-is-2012-haupt,cverg05,10,10,10,1835,cverg05
soep-is,soep-is-2012-haupt,cverg05,11,... is insecure,... ist unsicher,1836,cverg05
soep-is,soep-is-2012-haupt,cverg06,1,... is withdrawn ,... ist zurückgezogen,1837,cverg06
soep-is,soep-is-2012-haupt,cverg06,2,2,2,1838,cverg06
soep-is,soep-is-2012-haupt,cverg06,3,3,3,1839,cverg06
soep-is,soep-is-2012-haupt,cverg06,4,4,4,1840,cverg06
soep-is,soep-is-2012-haupt,cverg06,5,5,5,1841,cverg06
soep-is,soep-is-2012-haupt,cverg06,6,6,6,1842,cverg06
soep-is,soep-is-2012-haupt,cverg06,7,7,7,1843,cverg06
soep-is,soep-is-2012-haupt,cverg06,8,8,8,1844,cverg06
soep-is,soep-is-2012-haupt,cverg06,9,9,9,1845,cverg06
soep-is,soep-is-2012-haupt,cverg06,10,10,10,1846,cverg06
soep-is,soep-is-2012-haupt,cverg06,11,... is sociable ,... ist kontaktfreudig,1847,cverg06
soep-is,soep-is-2012-haupt,cverg07,1,... is focused,... ist konzentriert,1848,cverg07
soep-is,soep-is-2012-haupt,cverg07,2,2,2,1849,cverg07
soep-is,soep-is-2012-haupt,cverg07,3,3,3,1850,cverg07
soep-is,soep-is-2012-haupt,cverg07,4,4,4,1851,cverg07
soep-is,soep-is-2012-haupt,cverg07,5,5,5,1852,cverg07
soep-is,soep-is-2012-haupt,cverg07,6,6,6,1853,cverg07
soep-is,soep-is-2012-haupt,cverg07,7,7,7,1854,cverg07
soep-is,soep-is-2012-haupt,cverg07,8,8,8,1855,cverg07
soep-is,soep-is-2012-haupt,cverg07,9,9,9,1856,cverg07
soep-is,soep-is-2012-haupt,cverg07,10,10,10,1857,cverg07
soep-is,soep-is-2012-haupt,cverg07,11,... is easily distracted,... ist leicht ablenkbar,1858,cverg07
soep-is,soep-is-2012-haupt,cverg08,1,... is defiant ,... ist trotzig,1859,cverg08
soep-is,soep-is-2012-haupt,cverg08,2,2,2,1860,cverg08
soep-is,soep-is-2012-haupt,cverg08,3,3,3,1861,cverg08
soep-is,soep-is-2012-haupt,cverg08,4,4,4,1862,cverg08
soep-is,soep-is-2012-haupt,cverg08,5,5,5,1863,cverg08
soep-is,soep-is-2012-haupt,cverg08,6,6,6,1864,cverg08
soep-is,soep-is-2012-haupt,cverg08,7,7,7,1865,cverg08
soep-is,soep-is-2012-haupt,cverg08,8,8,8,1866,cverg08
soep-is,soep-is-2012-haupt,cverg08,9,9,9,1867,cverg08
soep-is,soep-is-2012-haupt,cverg08,10,10,10,1868,cverg08
soep-is,soep-is-2012-haupt,cverg08,11,... is obedient,... ist folgsam,1869,cverg08
soep-is,soep-is-2012-haupt,cverg09,1,... tends to be quick in learning new things ,... begreift schnell,1870,cverg09
soep-is,soep-is-2012-haupt,cverg09,2,2,2,1871,cverg09
soep-is,soep-is-2012-haupt,cverg09,3,3,3,1872,cverg09
soep-is,soep-is-2012-haupt,cverg09,4,4,4,1873,cverg09
soep-is,soep-is-2012-haupt,cverg09,5,5,5,1874,cverg09
soep-is,soep-is-2012-haupt,cverg09,6,6,6,1875,cverg09
soep-is,soep-is-2012-haupt,cverg09,7,7,7,1876,cverg09
soep-is,soep-is-2012-haupt,cverg09,8,8,8,1877,cverg09
soep-is,soep-is-2012-haupt,cverg09,9,9,9,1878,cverg09
soep-is,soep-is-2012-haupt,cverg09,10,10,10,1879,cverg09
soep-is,soep-is-2012-haupt,cverg09,11,... needs more time,... braucht mehr Zeit,1880,cverg09
soep-is,soep-is-2012-haupt,cverg10,1,... is anxious ,... ist ängstlich,1881,cverg10
soep-is,soep-is-2012-haupt,cverg10,2,2,2,1882,cverg10
soep-is,soep-is-2012-haupt,cverg10,3,3,3,1883,cverg10
soep-is,soep-is-2012-haupt,cverg10,4,4,4,1884,cverg10
soep-is,soep-is-2012-haupt,cverg10,5,5,5,1885,cverg10
soep-is,soep-is-2012-haupt,cverg10,6,6,6,1886,cverg10
soep-is,soep-is-2012-haupt,cverg10,7,7,7,1887,cverg10
soep-is,soep-is-2012-haupt,cverg10,8,8,8,1888,cverg10
soep-is,soep-is-2012-haupt,cverg10,9,9,9,1889,cverg10
soep-is,soep-is-2012-haupt,cverg10,10,10,10,1890,cverg10
soep-is,soep-is-2012-haupt,cverg10,11,... is confident,... ist unängstlich,1891,cverg10
soep-is,soep-is-2012-haupt,csch x,1,1 Doesn't fit at all,1 überhaupt nicht,1892,csch x
soep-is,soep-is-2012-haupt,csch x,2,2,2,1893,csch x
soep-is,soep-is-2012-haupt,csch x,3,3,3,1894,csch x
soep-is,soep-is-2012-haupt,csch x,4,4,4,1895,csch x
soep-is,soep-is-2012-haupt,csch x,5,5,5,1896,csch x
soep-is,soep-is-2012-haupt,csch x,6,6,6,1897,csch x
soep-is,soep-is-2012-haupt,csch x,7,7 Fully fits,7 voll und ganz,1898,csch x
soep-is,soep-is-2012-haupt,csch x,-1,No answer,Keine Angabe,1899,csch x
soep-is,soep-is-2012-haupt,csch x1,1,1 excluded,1 ausgeschlossen,1900,csch x1
soep-is,soep-is-2012-haupt,csch x1,2,2,2,1901,csch x1
soep-is,soep-is-2012-haupt,csch x1,3,3,3,1902,csch x1
soep-is,soep-is-2012-haupt,csch x1,4,4,4,1903,csch x1
soep-is,soep-is-2012-haupt,csch x1,5,5,5,1904,csch x1
soep-is,soep-is-2012-haupt,csch x1,6,6,6,1905,csch x1
soep-is,soep-is-2012-haupt,csch x1,7,7 absolutely sure,7 ganz sicher,1906,csch x1
soep-is,soep-is-2012-haupt,csch x1,8,Already graduated,Abschluss bereits erworben,1907,csch x1
soep-is,soep-is-2012-haupt,csch x1,-1,No answer,Keine Angabe,1908,csch x1
soep-is,soep-is-2012-haupt,lksex x,1,… your son,... Ihr Sohn,1909,lksex x
soep-is,soep-is-2012-haupt,lksex x,2,...your daughter,... Ihre Tochter,1910,lksex x
soep-is,soep-is-2012-haupt,lkwo x,2,Here in this town ,Hier am Ort,1911,lkwo x
soep-is,soep-is-2012-haupt,lkwo x,3,Elsewhere in West Germany ,Woanders in Westdeutschland,1912,lkwo x
soep-is,soep-is-2012-haupt,lkwo x,4,Elsewhere in East Germany ,Woanders in Ostdeutschland,1913,lkwo x
soep-is,soep-is-2012-haupt,lkwo x,5,Abroad ,Im Ausland,1914,lkwo x
soep-is,soep-is-2012-haupt,lkwo x,6,Deceased ,Ist verstorben,1915,lkwo x
soep-is,soep-is-2012-haupt,lkwo x,-1,No answer,Keine Angabe,1916,lkwo x
soep-is,soep-is-2012-haupt,p7tag,1,Yes,Ja,1917,p7tag
soep-is,soep-is-2012-haupt,p7tag,2,No,Nein,1918,p7tag
soep-is,soep-is-2012-haupt,p7tag,-1,No answer,Kein Angabe,1919,p7tag
soep-is,soep-is-2012-haupt,perz,1,"Yes, maternity protection","Ja, Mutterschutz",1920,perz
soep-is,soep-is-2012-haupt,perz,2,"Yes, „Elternzeit“","Ja, Elternzeit",1921,perz
soep-is,soep-is-2012-haupt,perz,3,No,Nein,1922,perz
